path	doc_id	role_tokens	source	confidence	tradition	rationale
04_persons/diogo-de-arruda.md	diogo-de-arruda		needs-manual-review	low		
04_persons/diogo-de-torralva.md	diogo-de-torralva		needs-manual-review	low		
04_persons/dioscorus-of-alexandria.md	dioscorus-of-alexandria	theologian	alias-match:alias-split	high	Pre-Chalcedonian Alexandrian Christianit	
04_persons/divakara-pandita.md	divakara-pandita		needs-manual-review	low		
04_persons/djoser.md	djoser		needs-manual-review	low		
04_persons/dogen.md	dogen		needs-manual-review	low	Zen Buddhism — Sōtō school	
04_persons/domitian-emperor.md	domitian-emperor	emperor	alias-match:alias-exact	high	Roman state religion (pagan)	
04_persons/donato-bramante.md	donato-bramante		needs-manual-review	low		
04_persons/donnelly-ignatius.md	donnelly-ignatius		needs-manual-review	low	American populist / 19th-century popular	
04_persons/doreen-valiente.md	doreen-valiente	priestess-wiccan	contested-ratified (T1)	high	Wicca / Modern Pagan	'Mother of modern Wicca'; co-author of *Book of Shadows* liturgy with Gardner.
04_persons/dunhuang-gansu.md	dunhuang-gansu		needs-manual-review	low		
04_persons/dutty-boukman.md	dutty-boukman		needs-manual-review	low	Haitian Vodou / Haitian Revolution	
04_persons/e-dunhuang.md	e-dunhuang		needs-manual-review	low		
04_persons/edgar-cayce.md	edgar-cayce	founder,scholar-alternative	contested-ratified (T4)	high	American esoteric / trance prophecy	Per deviant-bridges memory: A.R.E. is a continuing tradition (founder applies); his methodology + cl
04_persons/eduardo-matos-moctezuma.md	eduardo-matos-moctezuma		needs-manual-review	low		
04_persons/edward-banning.md	edward-banning		needs-manual-review	low		
04_persons/edward-herbert-thompson.md	edward-herbert-thompson		needs-manual-review	low		
04_persons/edward-kelley.md	edward-kelley		needs-manual-review	low	Renaissance esoteric / angelic magic	
04_persons/edwin-shook.md	edwin-shook		needs-manual-review	low		
04_persons/elaine-pagels.md	elaine-pagels	scholar-academic-religion	alias-match:alias-split	high	Comparative religion (academic) / early 	
04_persons/eleanor-mannikka.md	eleanor-mannikka		needs-manual-review	low		
04_persons/elias-ashmole.md	elias-ashmole		needs-manual-review	low	English Hermetic / Rosicrucian-Masonic	
04_persons/elias-lonnrot.md	elias-lonnrot		needs-manual-review	low	Finnish Lutheran / national-romantic fol	
04_persons/eliezer-ben-hyrcanus.md	eliezer-ben-hyrcanus	rabbi-tannaitic	heuristic:rabbi-tannaitic	medium	early Rabbinic Judaism (Tannaitic; Shamm	
04_persons/elijah-prophet.md	elijah-prophet	prophet-abrahamic	alias-match:alias-exact	high	Israelite / Northern Kingdom	
04_persons/eliphas-levi.md	eliphas-levi		needs-manual-review	low	Latin Christianity (Catholic background)	
04_persons/elisha-prophet.md	elisha-prophet	prophet-abrahamic	alias-match:alias-exact	high	Israelite / Northern Kingdom	
04_persons/emanuel-swedenborg.md	emanuel-swedenborg		needs-manual-review	low	Christian esoteric / Swedenborgian (New 	
04_persons/emile-durkheim.md	emile-durkheim	scholar-academic-religion	heuristic:scholar-academic	medium	Comparative religion (academic) / Sociol	
04_persons/empedocles.md	empedocles	author-secular	alias-match:alias-split	high	Pre-Socratic Greek (Pythagorean and Elea	
04_persons/emperor-shomu.md	emperor-shomu		needs-manual-review	low		
04_persons/emperor-xiaowen-of-northern-wei.md	emperor-xiaowen-of-northern-wei		needs-manual-review	low		
04_persons/emperor-yomei.md	emperor-yomei		needs-manual-review	low		
04_persons/empress-komyo.md	empress-komyo		needs-manual-review	low		
04_persons/empress-suiko.md	empress-suiko		needs-manual-review	low		
04_persons/empress-theodora.md	empress-theodora		needs-manual-review	low		
04_persons/empress-wu-zetian.md	empress-wu-zetian		needs-manual-review	low		
04_persons/enheduanna.md	enheduanna	author-secular	alias-match:alias-split	high	Sumerian / Akkadian (Sargonic period)	
04_persons/enmebaragesi.md	enmebaragesi	king	alias-match:alias-exact	high	Sumerian	
04_persons/enoch.md	enoch		needs-manual-review	low	Israelite religion / Second Temple apoca	
04_persons/ephrem-the-syrian.md	ephrem-the-syrian	theologian	alias-match:alias-split	high	Syriac Christian	
04_persons/epictetus.md	epictetus		needs-manual-review	low	Stoicism (Roman)	
04_persons/epicurus.md	epicurus		needs-manual-review	low	Greek philosophy — Epicureanism	
04_persons/erich-von-daniken.md	erich-von-daniken		needs-manual-review	low	alternative-history / popular pseudoarch	
04_persons/ernst-friedrich-zwirner.md	ernst-friedrich-zwirner		needs-manual-review	low		
04_persons/esau.md	esau		needs-manual-review	low	Israelite / pre-monarchic	
04_persons/euclid.md	euclid		needs-manual-review	low	Hellenistic Greek mathematics (Platonic 	
04_persons/eugene-emmanuel-viollet-le-duc.md	eugene-emmanuel-viollet-le-duc		needs-manual-review	low		
04_persons/euripides.md	euripides	author-secular	heuristic:author-secular	medium	Greek (Athenian dramatic tradition); str	
04_persons/europe-early-modern.md	europe-early-modern		needs-manual-review	low		
04_persons/europe-late-medieval.md	europe-late-medieval		needs-manual-review	low		
04_persons/europe-medieval.md	europe-medieval		needs-manual-review	low		
04_persons/europe-renaissance.md	europe-renaissance		needs-manual-review	low		
04_persons/eusebius-of-caesarea.md	eusebius-of-caesarea	bishop-christian	alias-match:alias-split	high	Patristic Christian	
04_persons/eutyches.md	eutyches		needs-manual-review	low	Christian (Constantinopolitan monastic; 	
04_persons/evagrius-ponticus.md	evagrius-ponticus		needs-manual-review	low	Patristic Christian (Egyptian Coptic / C	
04_persons/eve.md	eve		needs-manual-review	low	Israelite religion (founder-figure)	
04_persons/ewostatewos.md	ewostatewos	founder,religious-reformer	alias-match:alias-split	high	[[tradition-ethiopian-orthodox-tewahedo]	
04_persons/ezana-of-aksum.md	ezana-of-aksum	king,religious-reformer	alias-match:alias-split	high	[[tradition-ethiopian-orthodox-tewahedo]	
04_persons/ezekiel.md	ezekiel	prophet-abrahamic	alias-match:alias-split	high	Judahite (exilic)	
04_persons/ezra.md	ezra		needs-manual-review	low		
04_persons/fajada-butte-sun-dagger.md	fajada-butte-sun-dagger		needs-manual-review	low		
04_persons/fajada-butte.md	fajada-butte		needs-manual-review	low		
04_persons/fan-jinshi.md	fan-jinshi		needs-manual-review	low		
04_persons/farid-ud-din-attar.md	farid-ud-din-attar	mystic	alias-match:alias-exact	high	Islam (Sufism — Khorasani school)	
04_persons/fatima-bint-muhammad.md	fatima-bint-muhammad		needs-manual-review	low		
04_persons/fazang.md	fazang		needs-manual-review	low	Buddhism	
04_persons/fazlur-rahman.md	fazlur-rahman		needs-manual-review	low	Islamic modernism	
04_persons/feng-shui.md	feng-shui		needs-manual-review	low		
04_persons/fentos-meqabyan.md	fentos-meqabyan		needs-manual-review	low	[[tradition-ethiopian-orthodox-tewahedo]	
04_persons/fernando-pessoa.md	fernando-pessoa	author-secular	alias-match:alias-split	high	[[tradition-portuguese-hermeticism]]	
04_persons/fibonacci.md	fibonacci		needs-manual-review	low	Medieval European mathematics	
04_persons/firmicus-maternus.md	firmicus-maternus		needs-manual-review	low	Latin Christianity (4th-c. Constantinian	
04_persons/flinders-petrie.md	flinders-petrie		needs-manual-review	low		
04_persons/four-causeways-of-tenochtitlan.md	four-causeways-of-tenochtitlan		needs-manual-review	low		
04_persons/frances-yates.md	frances-yates		needs-manual-review	low	Comparative religion (academic) / histor	
04_persons/francis-xavier.md	francis-xavier		needs-manual-review	low		
04_persons/francisco-alvares.md	francisco-alvares		needs-manual-review	low		
04_persons/francisco-clavigero.md	francisco-clavigero	monastic-christian-western	heuristic:monastic-western	medium	Roman Catholicism / Mexican Jesuit	
04_persons/francisco-de-paula-del-villar.md	francisco-de-paula-del-villar		needs-manual-review	low		
04_persons/fray-bernardino-de-sahagun.md	fray-bernardino-de-sahagun		needs-manual-review	low		
04_persons/frumentius.md	frumentius	bishop-christian,founder	alias-match:alias-split	high	[[tradition-ethiopian-orthodox-tewahedo]	
04_persons/fulcanelli.md	fulcanelli		needs-manual-review	low	[[tradition-hermeticism]]	
04_persons/g-i-gurdjieff.md	g-i-gurdjieff	founder,mystic-syncretic	contested-ratified (T1)	high	The Fourth Way	Founder of the Fourth Way; NRM-studies + Western-esotericism scholarship.
04_persons/gabriel-archangel-person.md	gabriel-archangel-person		needs-manual-review	low	Judaism / Christianity / Islam	
04_persons/galawdewos-emperor.md	galawdewos-emperor	king,theologian	alias-match:alias-split	high	[[tradition-ethiopian-orthodox-tewahedo]	
04_persons/galen-of-pergamon.md	galen-of-pergamon		needs-manual-review	low	Greek medical and Platonist-Aristotelian	
04_persons/galileo-galilei.md	galileo-galilei		needs-manual-review	low	Early modern science / Catholic (heterod	
04_persons/gallery-of-the-labyrinths.md	gallery-of-the-labyrinths		needs-manual-review	low		
04_persons/gallery-of-the-lanzon.md	gallery-of-the-lanzon		needs-manual-review	low		
04_persons/gamaliel-ii.md	gamaliel-ii	rabbi-tannaitic	heuristic:rabbi-tannaitic	medium	early Rabbinic Judaism (Tannaitic)	
04_persons/gamaliel-the-elder.md	gamaliel-the-elder	rabbi-tannaitic	heuristic:rabbi-tannaitic	medium	Pharisaic Judaism (early Tannaitic)	
04_persons/gaozong-emperor-tang.md	gaozong-emperor-tang		needs-manual-review	low		
04_persons/garcilaso-de-la-vega.md	garcilaso-de-la-vega		needs-manual-review	low		
04_persons/garth-fowden.md	garth-fowden		needs-manual-review	low	Comparative-religion academic / classica	
04_persons/gate-of-the-sun-tiwanaku.md	gate-of-the-sun-tiwanaku		needs-manual-review	low		
04_persons/gaudi-design-models-and-drawings.md	gaudi-design-models-and-drawings		needs-manual-review	low		
04_persons/gaudi-letters-and-interviews.md	gaudi-letters-and-interviews		needs-manual-review	low		
04_persons/gemistos-plethon.md	gemistos-plethon		needs-manual-review	low	Byzantine Neoplatonism / Pagan Platonist	
04_persons/gennadius-scholarios.md	gennadius-scholarios		needs-manual-review	low	Eastern Orthodox Christianity	
04_persons/george-coedes.md	george-coedes		needs-manual-review	low		
04_persons/george-grinnell.md	george-grinnell		needs-manual-review	low		
04_persons/george-h-forsyth.md	george-h-forsyth		needs-manual-review	low		
04_persons/george-michell.md	george-michell		needs-manual-review	low		
04_persons/george-pepper.md	george-pepper		needs-manual-review	low		
04_persons/george-r-collins.md	george-r-collins		needs-manual-review	low		
04_persons/george-ripley.md	george-ripley		needs-manual-review	low	English medieval-Renaissance alchemy	
04_persons/george-smith-cuneiformist.md	george-smith-cuneiformist		needs-manual-review	low	Victorian British Museum Assyriology / [	
04_persons/george-starkey.md	george-starkey		needs-manual-review	low	Anglo-American alchemy / Paracelsian-Sen	
04_persons/gerald-gardner.md	gerald-gardner	founder,priest-wiccan	contested-ratified (T1)	high	Wicca / Modern Pagan	Per Auditor B 2026-05-31 — was missing from v2 contested-cases entirely. Founder of Wicca, 1954. Hut
04_persons/gershom-scholem.md	gershom-scholem	scholar-academic-religion	contested-ratified (T1)	high	Comparative religion (academic) / Judaic	Per Auditor A 2026-05-31 — DEMOTED from v2's scholar+philosopher-religious double role. Principle: '
04_persons/geza-vermes.md	geza-vermes		needs-manual-review	low	Comparative religion (academic) / Dead S	
04_persons/giacomo-della-porta.md	giacomo-della-porta		needs-manual-review	low		
04_persons/gian-lorenzo-bernini.md	gian-lorenzo-bernini		needs-manual-review	low		
04_persons/gilgamesh-king.md	gilgamesh-king	king	alias-match:alias-exact	high	Sumerian / Mesopotamian	
04_persons/giordano-bruno.md	giordano-bruno		needs-manual-review	low	Renaissance Hermeticism / philosophical 	
04_persons/giovanni-giustiniani.md	giovanni-giustiniani		needs-manual-review	low	Latin (Genoese Catholic)	
04_persons/giovanni-pico-della-mirandola.md	giovanni-pico-della-mirandola		needs-manual-review	low	Renaissance Hermetic-Kabbalist Platonism	
04_persons/giyorgis-of-sagla.md	giyorgis-of-sagla	theologian	alias-match:alias-split	high	[[tradition-ethiopian-orthodox-tewahedo]	
04_persons/goan-inquisition.md	goan-inquisition		needs-manual-review	low		
04_persons/goncalo-annes-bandarra.md	goncalo-annes-bandarra	prophet-abrahamic	alias-match:alias-exact	high	[[tradition-sebastianism]]	
04_persons/gorakhnath.md	gorakhnath		needs-manual-review	low	Hindu — Nath Yoga / Hatha Yoga	
04_persons/gordon-luce.md	gordon-luce		needs-manual-review	low		
04_persons/goryeo-korea.md	goryeo-korea		needs-manual-review	low		
04_persons/graham-hancock.md	graham-hancock	scholar-alternative	contested-ratified (T4)	high	Late-20th / early-21st-century popular p	Per deviant-bridges memory: documented AS alternative-scholarship (T4), not as scholar-academic-reli
04_persons/great-ball-court-chichen-itza.md	great-ball-court-chichen-itza		needs-manual-review	low		
04_persons/gregory-of-nazianzus.md	gregory-of-nazianzus	bishop-christian	alias-match:alias-split	high	Patristic Christian (Cappadocian)	
04_persons/gregory-of-nyssa.md	gregory-of-nyssa	bishop-christian	alias-match:alias-split	high	Patristic Christian (Cappadocian)	
04_persons/gregory-palamas.md	gregory-palamas	archbishop-christian,theologian	alias-match:alias-split	high	Eastern Orthodox Christianity — Hesychas	
04_persons/gregory-the-great.md	gregory-the-great	pope-roman-catholic,theologian	alias-match:alias-split	high	Latin Christian (Catholic)	
04_persons/gualdim-pais.md	gualdim-pais		needs-manual-review	low		
04_persons/guangxu-emperor.md	guangxu-emperor		needs-manual-review	low		
04_persons/gudea-of-lagash.md	gudea-of-lagash		needs-manual-review	low	Sumerian (Second Dynasty of Lagash, post	
04_persons/gunadharma.md	gunadharma		needs-manual-review	low		
04_persons/guru-arjan.md	guru-arjan		needs-manual-review	low	Sikhism	
04_persons/guru-gobind-singh-ji.md	guru-gobind-singh-ji		needs-manual-review	low		
04_persons/guru-gobind-singh.md	guru-gobind-singh		needs-manual-review	low	Sikhism	
04_persons/guru-nanak.md	guru-nanak	founder,guru-sikh	contested-ratified (T1)	high	Sikhism	Founder of Sikhism + first of the Ten Gurus.
04_persons/guru-tegh-bahadur-ji.md	guru-tegh-bahadur-ji		needs-manual-review	low	Sikhism	
04_persons/guze-kannon.md	guze-kannon		needs-manual-review	low		
04_persons/gyeongju-gyeongsangbuk-do.md	gyeongju-gyeongsangbuk-do		needs-manual-review	low		
04_persons/haci-bektas-veli.md	haci-bektas-veli		needs-manual-review	low	[[tradition-alevi-bektashi]]	
04_persons/hadewijch-of-antwerp.md	hadewijch-of-antwerp	author-secular	heuristic:author-secular	medium	Latin Christianity (Beguine, Brabantine)	
04_persons/hadrian-emperor.md	hadrian-emperor	emperor	alias-match:alias-exact	high	Roman state religion (pagan); Hellenophi	
04_persons/hafez.md	hafez	mystic	alias-match:alias-exact	high	Islam (Sufism — Persian lyric poetry)	
04_persons/hagar-matriarch.md	hagar-matriarch		needs-manual-review	low	Egyptian-born / Abrahamic-Israelite	
04_persons/hakuin.md	hakuin	zen-master,religious-reformer	alias-match:alias-split	high	Rinzai Zen Buddhism	
04_persons/hammurabi.md	hammurabi	king	alias-match:alias-split	high	Babylonian (Old Babylonian)	
04_persons/hamza-ibn-ali.md	hamza-ibn-ali	theologian	alias-match:alias-split	high	[[tradition-druze]]	
04_persons/han-feizi-person.md	han-feizi-person		needs-manual-review	low	Legalism	
04_persons/hans-jantzen.md	hans-jantzen		needs-manual-review	low		
04_persons/hans-jonas.md	hans-jonas	scholar-academic-religion	alias-match:alias-split	high	Comparative religion (academic) / philos	
04_persons/hans-urs-von-balthasar.md	hans-urs-von-balthasar	theologian	alias-match:alias-split	high	Roman Catholicism / Society of Jesus (br	
04_persons/harisena-vakataka.md	harisena-vakataka		needs-manual-review	low		
04_persons/harold-bloom.md	harold-bloom	author-secular	heuristic:author-secular	medium	Comparative religion (popular-academic) 	
04_persons/harun-al-rashid.md	harun-al-rashid		needs-manual-review	low		
04_persons/hasan-al-askari.md	hasan-al-askari		needs-manual-review	low	Islam (Twelver Shi'a Eleventh Imam)	
04_persons/hasan-al-basri.md	hasan-al-basri		needs-manual-review	low		
04_persons/hasan-ibn-ali.md	hasan-ibn-ali		needs-manual-review	low	Islam (universally venerated grandson of	
04_persons/hatshepsut.md	hatshepsut	pharaoh	heuristic:pharaoh	medium	egyptian-religion	
04_persons/hecataeus-of-abdera.md	hecataeus-of-abdera		needs-manual-review	low		
04_persons/heinrich-khunrath.md	heinrich-khunrath		needs-manual-review	low	Latin Christianity (Lutheran) / Renaissa	
04_persons/helen-schucman.md	helen-schucman		needs-manual-review	low	A Course in Miracles / New Age	
04_persons/helena-blavatsky.md	helena-blavatsky	founder,mystic-syncretic	contested-ratified (T1)	high	Theosophy	Theosophy founder; Hammer 2001.
04_persons/helena-empress.md	helena-empress		needs-manual-review	low		
04_persons/hellenistic-egypt.md	hellenistic-egypt		needs-manual-review	low		
04_persons/hemiunu.md	hemiunu		needs-manual-review	low		
04_persons/henri-de-lubac.md	henri-de-lubac	monastic-christian-western	heuristic:monastic-western	medium	Roman Catholicism / Society of Jesus / r	
04_persons/henri-mouhot.md	henri-mouhot		needs-manual-review	low		
04_persons/henry-marie-brackenridge.md	henry-marie-brackenridge		needs-manual-review	low		
04_persons/henry-steel-olcott.md	henry-steel-olcott	founder	alias-match:alias-split	high	Theosophy / Buddhist modernism	
04_persons/henry-suso.md	henry-suso	mystic,theologian	alias-match:alias-split	high	Latin Christianity (Dominican; Rhineland	
04_persons/henry-the-navigator.md	henry-the-navigator	king	heuristic:king	medium	[[tradition-order-of-christ]] / [[tradit	
04_persons/heracleon-valentinian.md	heracleon-valentinian		needs-manual-review	low	Valentinian Gnostic Christianity (Italia	
04_persons/heraclitus.md	heraclitus	presocratic-philosopher	heuristic:presocratic-philosopher	medium	Greek philosophy (Presocratic)	
04_persons/heraclius-byzantine-emperor.md	heraclius-byzantine-emperor	emperor	alias-match:alias-split	high	Eastern (Chalcedonian) Christianity; Rom	
04_persons/heraclius-of-jerusalem.md	heraclius-of-jerusalem		needs-manual-review	low		
04_persons/hermas-of-rome.md	hermas-of-rome	prophet-abrahamic	alias-match:alias-split	high	Early Roman Christianity / canonical in 	
04_persons/hermas.md	hermas	prophet-abrahamic	alias-match:alias-split	high	Patristic Christian (proto-orthodox)	
04_persons/hermes-trismegistus-pseudepigraphic-author.md	hermes-trismegistus-pseudepigraphic-author		needs-manual-review	low	Greco-Egyptian Hermeticism / pseudepigra	
04_persons/hermogenes-the-painter.md	hermogenes-the-painter	theologian	alias-match:alias-split	high	Christian (eclectic, Platonist-Stoic-lea	
04_persons/hernan-cortes.md	hernan-cortes		needs-manual-review	low		
04_persons/hernando-pizarro.md	hernando-pizarro		needs-manual-review	low		
04_persons/herod-antipas.md	herod-antipas	king	alias-match:alias-exact	high	Herodian / Roman-Judean	
04_persons/herod-the-great.md	herod-the-great	king	alias-match:alias-exact	high	Hasmonean-aligned Judaism (with Idumean 	
04_persons/herodotus.md	herodotus		needs-manual-review	low	Greek (Ionian prose ethnography)	
04_persons/hesiod.md	hesiod	author-secular	alias-match:alias-exact	high	Greek	
04_persons/hiawatha-haudenosaunee.md	hiawatha-haudenosaunee		needs-manual-review	low	Haudenosaunee (Onondaga or Mohawk — trad	
04_persons/hierocles.md	hierocles		needs-manual-review	low		
04_persons/hildegard-of-bingen.md	hildegard-of-bingen	doctor-of-the-church,monastic-christian-western,mystic-christian,theologian	contested-ratified (T1)	high	Latin Christian — Benedictine visionary 	Benedictine abbess + mystic + composer + polymath; declared Doctor of the Church 2012.
04_persons/hillel-the-elder.md	hillel-the-elder		needs-manual-review	low	Pharisaic / proto-rabbinic Judaism	
04_persons/hippocrates.md	hippocrates		needs-manual-review	low	Greek (Koan school)	
04_persons/hippolytus-of-rome.md	hippolytus-of-rome	theologian	alias-match:alias-split	high	Patristic Christian (proto-orthodox; sch	
04_persons/hiram-abi.md	hiram-abi		needs-manual-review	low		
04_persons/hiram-bingham.md	hiram-bingham		needs-manual-review	low		
04_persons/hiram-of-tyre-king.md	hiram-of-tyre-king		needs-manual-review	low		
04_persons/homer.md	homer	author-secular	alias-match:alias-exact	high	Greek	
04_persons/honen.md	honen		needs-manual-review	low	Buddhism	
04_persons/hongren.md	hongren		needs-manual-review	low	Chan Buddhism	
04_persons/hongwu-emperor.md	hongwu-emperor		needs-manual-review	low		
04_persons/hopi-kiva.md	hopi-kiva		needs-manual-review	low		
04_persons/horyuji-tokaiji-engi.md	horyuji-tokaiji-engi		needs-manual-review	low		
04_persons/hosea-prophet.md	hosea-prophet	prophet-abrahamic	alias-match:alias-exact	high	Israelite (Northern Kingdom)	
04_persons/howard-vyse.md	howard-vyse		needs-manual-review	low		
04_persons/hua-tuo.md	hua-tuo		needs-manual-review	low	Chinese	
04_persons/huayna-capac.md	huayna-capac		needs-manual-review	low		
04_persons/huayna-picchu.md	huayna-picchu		needs-manual-review	low		
04_persons/hud-prophet.md	hud-prophet	prophet-abrahamic	alias-match:alias-exact	high	Islam (Quranic prophet tradition)	
04_persons/hugues-de-payens.md	hugues-de-payens	founder	alias-match:alias-split	high	Latin Christianity (military-religious, 	
04_persons/huike.md	huike		needs-manual-review	low	Buddhism	
04_persons/huineng.md	huineng		needs-manual-review	low	Chan / Zen Buddhism — Southern School (s	
04_persons/huldrych-zwingli.md	huldrych-zwingli	religious-reformer,theologian	alias-match:alias-split	high	Reformed Protestant Christianity (Zwingl	
04_persons/human-sacrifice-as-state-cult.md	human-sacrifice-as-state-cult		needs-manual-review	low		
04_persons/huns.md	huns		needs-manual-review	low		
04_persons/husayn-ibn-ali.md	husayn-ibn-ali		needs-manual-review	low	Islam (universally venerated grandson of	
04_persons/hyksos.md	hyksos		needs-manual-review	low		
04_persons/hypatia.md	hypatia		needs-manual-review	low	Alexandrian Neoplatonism	
04_persons/iain-mcgilchrist.md	iain-mcgilchrist		needs-manual-review	low	Cognitive neuroscience / philosophy of m	
04_persons/iamblichus.md	iamblichus		needs-manual-review	low	Neoplatonism (theurgic)	
04_persons/ian-hodder.md	ian-hodder		needs-manual-review	low		
04_persons/ibn-al-haytham.md	ibn-al-haytham		needs-manual-review	low	Islamic Golden Age (Fatimid Cairo)	
04_persons/ibn-arabi.md	ibn-arabi	sufi-shaykh,author-secular	alias-match:alias-split	high	Sufi Islam — Akbarī school	
04_persons/ibn-battuta.md	ibn-battuta		needs-manual-review	low		
04_persons/ibn-ishaq.md	ibn-ishaq		needs-manual-review	low	Islam — Sunnī (Medinan Mawlā background;	
04_persons/ibn-rushd.md	ibn-rushd		needs-manual-review	low	Islam (Mālikī Sunnī, with falsafa philos	
04_persons/ibn-sina.md	ibn-sina	author-secular	alias-match:alias-split	high	Islam (loose Shīʿī / Twelver background;	
04_persons/ibn-taymiyya.md	ibn-taymiyya	theologian	alias-match:alias-split	high	Islam — Sunnī Ḥanbalī (with substantial 	
04_persons/ibn-tufayl.md	ibn-tufayl		needs-manual-review	low	Islam (Mālikī Sunnī, Almohad-era court);	
04_persons/ibrahim-prophet.md	ibrahim-prophet		needs-manual-review	low		
04_persons/ignatius-of-antioch.md	ignatius-of-antioch	bishop-christian	alias-match:alias-split	high	Patristic Christian (proto-orthodox)	
04_persons/ikaruga-nara.md	ikaruga-nara		needs-manual-review	low		
04_persons/iktinos.md	iktinos		needs-manual-review	low		
04_persons/imhotep.md	imhotep	high-priest-israelite	alias-match:alias-split	high	Egyptian (3rd Dynasty Old Kingdom); deif	
04_persons/ines-de-castro.md	ines-de-castro	king	heuristic:king	medium	Portuguese medieval history / Portuguese	
04_persons/intihuatana-machu-picchu.md	intihuatana-machu-picchu		needs-manual-review	low		
04_persons/irenaeus-of-lyon.md	irenaeus-of-lyon	bishop-christian	alias-match:alias-split	high	Patristic Christian	
04_persons/isaac-casaubon.md	isaac-casaubon		needs-manual-review	low	Calvinist Protestant humanism / classica	
04_persons/isaac-luria.md	isaac-luria	kabbalist	alias-match:alias-split	high	Jewish Kabbalah (Lurianic)	
04_persons/isaac-newton.md	isaac-newton	theologian	alias-match:alias-split	high	Early modern science / Arianism (heterod	
04_persons/isaac-patriarch.md	isaac-patriarch		needs-manual-review	low	Israelite / pre-monarchic	
04_persons/isaac-the-blind.md	isaac-the-blind	kabbalist,mystic	alias-match:alias-split	high	Early Kabbalah (Provençal school)	
04_persons/isaiah-first.md	isaiah-first	prophet-abrahamic	alias-match:alias-exact	high	Judahite	
04_persons/ise-mie.md	ise-mie		needs-manual-review	low		
04_persons/ishmael-ben-elisha.md	ishmael-ben-elisha	mystic	alias-match:alias-split	high	early Rabbinic Judaism (Tannaitic); ascr	
04_persons/ishmael-son-of-abraham.md	ishmael-son-of-abraham		needs-manual-review	low	Abrahamic / Arab eponymous ancestor	
04_persons/isidore-of-miletus.md	isidore-of-miletus		needs-manual-review	low		
04_persons/isidore-of-seville.md	isidore-of-seville	bishop-christian	alias-match:alias-split	high	Latin Christian (Visigothic Spain)	
04_persons/ismail-prophet.md	ismail-prophet		needs-manual-review	low		
04_persons/israel-regardie.md	israel-regardie		needs-manual-review	low	Hermetic Order of the Golden Dawn / Thel	
04_persons/itsukushima-miyajima-hiroshima.md	itsukushima-miyajima-hiroshima		needs-manual-review	low		
04_persons/itzam-yeh.md	itzam-yeh		needs-manual-review	low		
04_persons/izumo-shimane.md	izumo-shimane		needs-manual-review	low		
04_persons/jabir-ibn-hayyan.md	jabir-ibn-hayyan		needs-manual-review	low	Islamic (Shia-Ismaili-adjacent) / Arabic	
04_persons/jacob-baradaeus.md	jacob-baradaeus	bishop-christian	alias-match:alias-split	high	Miaphysite / Syriac Orthodox	
04_persons/jacob-frank.md	jacob-frank		needs-manual-review	low	Frankism (Sabbatean offshoot — heterodox	
04_persons/jacob-israel.md	jacob-israel		needs-manual-review	low	Israelite / pre-monarchic	
04_persons/jacques-de-molay.md	jacques-de-molay		needs-manual-review	low	Latin Christianity (military-religious, 	
04_persons/jafar-al-sadiq.md	jafar-al-sadiq		needs-manual-review	low	Islam (Shi'a Sixth Imam; also bridge-fig	
04_persons/jakob-boehme.md	jakob-boehme		needs-manual-review	low	Christian theosophy (Lutheran spirituali	
04_persons/james-brother-of-jesus.md	james-brother-of-jesus	founder,religious-reformer	alias-match:alias-split	high	earliest Christianity (Jerusalem Jewish-	
04_persons/james-bruce-of-kinnaird.md	james-bruce-of-kinnaird		needs-manual-review	low	Scottish-Anglican / [[tradition-comparat	
04_persons/james-burgess.md	james-burgess		needs-manual-review	low		
04_persons/james-fergusson.md	james-fergusson		needs-manual-review	low		
04_persons/james-frazer.md	james-frazer	scholar-academic-religion	heuristic:scholar-academic	medium	Comparative religion (academic) / Victor	
04_persons/james-hillman.md	james-hillman		needs-manual-review	low	Jungian / post-Jungian / archetypal psyc	
04_persons/james-hollis.md	james-hollis	author-secular	heuristic:author-secular	medium	Jungian / post-Jungian depth psychology	
04_persons/james-mellaart.md	james-mellaart		needs-manual-review	low		
04_persons/james-son-of-alphaeus.md	james-son-of-alphaeus	apostle-christian	alias-match:alias-exact	high	earliest Christianity	
04_persons/james-son-of-zebedee.md	james-son-of-zebedee	apostle-christian	alias-match:alias-split	high	earliest Christianity	
04_persons/jan-assmann.md	jan-assmann	scholar-academic-religion	alias-match:alias-split	high	comparative-religion-academic; egyptolog	
04_persons/jan-hus.md	jan-hus		needs-manual-review	low	Medieval Christianity / Hussitism	
04_persons/jan-van-ruusbroec.md	jan-van-ruusbroec	mystic,theologian	alias-match:alias-split	high	Latin Christianity (Augustinian canon; F	
04_persons/jasaw-chan-kawiil-i.md	jasaw-chan-kawiil-i		needs-manual-review	low		
04_persons/jayavarman-vii.md	jayavarman-vii		needs-manual-review	low		
04_persons/jean-bony.md	jean-bony		needs-manual-review	low		
04_persons/jean-de-chelles.md	jean-de-chelles		needs-manual-review	low		
04_persons/jean-francois-champollion.md	jean-francois-champollion		needs-manual-review	low	comparative-religion-academic	
04_persons/jean-jacques-rousseau.md	jean-jacques-rousseau	author-secular	heuristic:author-secular	medium	French Enlightenment	
04_persons/jean-philippe-lauer.md	jean-philippe-lauer		needs-manual-review	low		
