file	class	conviction	origin_family	appearances	raw_tradition
hahyah-nephilim.md	SINGULAR	HIGH	Israelite		Second-Temple Jewish apocalyptic (Book of Giants)
hannahanna.md	SINGULAR	HIGH	Hittite		Hittite
hanullim.md	SINGULAR	HIGH	Korean		[[tradition-donghak]]
hanuman.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindu — Vaiṣṇava (Rāma-bhakti); pan-Hindu
haoma-zoroastrian.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian (Avestan) — Yasna ritual tradition
hapi-nile.md	SINGULAR	HIGH	Egyptian		Egyptian
harihara.md	SINGULAR	HIGH	Vedic-Hindu		Hindu — syncretic Vaishnava-Shaiva composite
hariti.md	SINGULAR	HIGH	Buddhist		Buddhism — early Indian, Gandhāran, Chinese, Japanese (esp. Nichiren)
hathor.md	SINGULAR	HIGH	Egyptian		Egyptian
hauhet.md	SINGULAR	HIGH	Egyptian		Egyptian (Hermopolitan theology — the Ogdoad)
haumea.md	SINGULAR	HIGH	Polynesian		Hawaiian
haumia-tiketike.md	SINGULAR	HIGH	Polynesian		Māori
haurvatat.md	MULTI_SAME_FAMILY	REVIEW	Zoroastrian		Zoroastrian (Avestan and Pahlavi); the fifth of the six Amesha Spentas; feminine
haya.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian
hayyi-rabbi.md	SINGULAR	HIGH	Mandaean		Mandaean
head-of-days.md	MULTI_SAME_FAMILY	HIGH	Israelite	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]]	Second-Temple Jewish apocalyptic (Enochic, Book of Parables) / canonical in [[tradition-ethiopian-orthodox-tewahedo]]
hebat.md	SINGULAR	HIGH	Hittite		Hurrian–Hittite
hebe.md	SINGULAR	HIGH	Greek		Greek
heh-egyptian.md	SINGULAR	HIGH	Egyptian		Egyptian (Hermopolitan theology — the Ogdoad)
heimdall.md	SINGULAR	HIGH	Norse		Norse paganism
heka-egyptian.md	SINGULAR	HIGH	Egyptian		Egyptian
hekate.md	SINGULAR	HIGH	Greek		Greek religion
hel.md	MULTI_SAME_FAMILY	HIGH	Norse		Norse / Germanic
helios.md	SINGULAR	HIGH	Greek		Greek
hephaestus.md	SINGULAR	HIGH	Greek		Greek
heqet.md	SINGULAR	HIGH	Egyptian		Egyptian
hera.md	SINGULAR	HIGH	Greek		Greek
heracles.md	SINGULAR	HIGH	Greek		Greek (pan-Hellenic hero-god)
hercules.md	SINGULAR	HIGH	Roman		Roman religion (continuation of Greek Heracles; Etruscan Hercle intermediate)
hermes-greek.md	SINGULAR	HIGH	Greek		Greek
hermes-trismegistus.md	SINGULAR	HIGH	Hermetic		Greco-Egyptian Hermetic syncretism
hermoni.md	MULTI_SAME_FAMILY	HIGH	Israelite	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]]	Second-Temple Jewish apocalyptic (Enochic) / canonical in [[tradition-ethiopian-orthodox-tewahedo]]
hestia.md	SINGULAR	HIGH	Greek		Greek (pan-Hellenic; one of the twelve Olympians)
hevajra.md	SINGULAR	HIGH	Buddhist		Vajrayāna Buddhism (Tibetan — esp. Sakya, also Kagyu; Indian Mahāsiddha origin)
heviosso.md	MULTI_SAME_FAMILY	REVIEW	Yoruba-Diaspora		Fon-Ewe vodun (Dahomey); preserved in Haitian Vodou via Sogbo / Bade
hina.md	SINGULAR	HIGH	Polynesian		Pan-Polynesian (attested across Hawaiian, Māori, Tahitian, Samoan, Tongan, Cook Islands, Marquesan, and other Polynesian traditions)
hine-nui-te-po.md	SINGULAR	HIGH	Polynesian		Māori
hod.md	SINGULAR	HIGH	Norse		Norse paganism
hoenir.md	SINGULAR	HIGH	Norse		Norse
hokmah-hebrew.md	MULTI_SAME_FAMILY	HIGH	Israelite		Hebrew / Second Temple Jewish
holy-spirit.md	SINGULAR	HIGH	Christian		Christianity (Trinitarian)
horon.md	SINGULAR	HIGH	Canaanite		Canaanite (Ugaritic)
horus.md	SINGULAR	HIGH	Egyptian		Egyptian
hou-yi.md	MULTI_SAME_FAMILY	HIGH	Chinese		Chinese mythology / Daoism (Huainanzi, c. 139 BCE; Shanhaijing)
houtu.md	SINGULAR	HIGH	Chinese		Chinese
hu-sia.md	SINGULAR	HIGH	Egyptian		Egyptian
huangdi.md	SINGULAR	HIGH	Chinese		Chinese religion
hubal.md	SINGULAR	HIGH	Pre-Islamic-Arabian		Pre-Islamic Arabian (Hejazi / Quraysh)
huitzilopochtli.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Nahua / Aztec (Mexica) — Mexica-specific patron
humbaba.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian
hun-hunahpu.md	MULTI_SAME_FAMILY	HIGH	Maya		K'iche' Maya (Popol Vuh) and Classic Maya
hunab-ku.md	SINGULAR	HIGH	Maya		Yucatec Maya (post-Conquest colonial period) — pre-Conquest historicity contested
hunahpu.md	SINGULAR	HIGH	Maya		K'iche' Maya
huracan.md	SINGULAR	HIGH	Maya		Maya
hwanin.md	MULTI_SAME_FAMILY	HIGH	Korean		Korean shamanism (Muism) / Korean mythology
hwanung.md	MULTI_SAME_FAMILY	HIGH	Korean		Korean shamanism (Muism) / Korean mythology
hygieia.md	SINGULAR	HIGH	Greek		Greek
hyperion.md	SINGULAR	HIGH	Greek		Greek
hypnos.md	SINGULAR	HIGH	Greek		Greek
iacchus.md	MULTI_SAME_FAMILY	REVIEW	Greek		Greek (Eleusinian mystery cult); identified syncretically with Dionysus, Zagreus
iao-gnostic.md	SINGULAR	HIGH	Gnostic		Gnostic (Greek Magical Papyri / Nag Hammadi)
iapetus.md	SINGULAR	HIGH	Greek		Greek religion
ibeji.md	SINGULAR	HIGH	Yoruba-Diaspora		Yoruba
iblis-shaytan.md	SINGULAR	HIGH	Islamic		Islam
ichikishima-hime.md	SINGULAR	HIGH	Shinto		Shinto
idunn.md	SINGULAR	HIGH	Norse		Norse paganism
igigi.md	SINGULAR	HIGH	Mesopotamian		Mesopotamian (Akkadian / Babylonian)
ihy.md	SINGULAR	HIGH	Egyptian		Egyptian
ikenga.md	SINGULAR	HIGH	African		Igbo religion (Nigeria)
iktomi.md	MULTI_SAME_FAMILY	REVIEW	Indigenous-N-American		Lakota / Dakota / Nakota (Sioux)
illapa.md	MULTI_SAME_FAMILY	HIGH	Andean		Inca (Tawantinsuyu) / Andean
illuyanka.md	SINGULAR	HIGH	Hittite		Hittite (with Hattic substrate)
ilmarinen.md	SINGULAR	HIGH	Slavic-Finnic		Finnic
ilmatar.md	SINGULAR	HIGH	Slavic-Finnic		finno-karelian
inanna-sumerian.md	SINGULAR	HIGH	Mesopotamian		Sumerian
inara.md	SINGULAR	HIGH	Hittite		Hittite
inari.md	SINGULAR	HIGH	Shinto		Shinto (with Buddhist syncretic layer as Dakiniten)
indra.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Hindu
inkarri.md	SINGULAR	HIGH	Andean		Post-conquest Andean Quechua (folk eschatology — emerged after the Spanish conquest)
inti.md	MULTI_SAME_FAMILY	HIGH	Andean		Inca (Tawantinsuyu) / Andean Quechua
inyan.md	SINGULAR	HIGH	Indigenous-N-American		Lakota
io-matua-kore.md	SINGULAR	HIGH	Polynesian		Māori (specific iwi — Tūhoe, Ngāti Kahungunu, others; contested pre-contact authenticity)
iris-greek.md	SINGULAR	HIGH	Greek		Greek
ishara.md	SINGULAR	HIGH	Mesopotamian		Mesopotamian
ishtar-akkadian.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Akkadian / Babylonian / Assyrian
ishtaran.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian
ishum.md	SINGULAR	HIGH	Mesopotamian		Akkadian
isis-egyptian.md	SINGULAR	HIGH	Egyptian		Egyptian (dynastic-funerary cult, Old Kingdom through Ptolemaic core — distinct from the Hellenistic mystery-cult layer; see [[isis-hellenistic]])
isis-hellenistic.md	SINGULAR	HIGH	Roman		Hellenistic-Roman mystery cult (with Egyptian roots)
israfil.md	MULTI_SAME_FAMILY	HIGH	Islamic		Sunni and Shia Islamic theology (hadith tradition)
istanu.md	SINGULAR	HIGH	Hittite		Hittite
itzamna.md	SINGULAR	HIGH	Maya		Maya
itzpapalotl.md	SINGULAR	HIGH	Nahua-Aztec		Aztec (Nahua)
ixbalanque.md	SINGULAR	HIGH	Maya		Maya paganism (Popol Vuh — K'iche' Maya)
ixchel.md	SINGULAR	HIGH	Maya		Yucatec Maya
ixtab.md	SINGULAR	HIGH	Maya		Maya (Yucatec)
izanagi.md	SINGULAR	HIGH	Shinto		Shinto
izanami.md	SINGULAR	HIGH	Shinto		Shinto
jade-emperor.md	MULTI_SAME_FAMILY	HIGH	Chinese		Daoism / Chinese folk religion
jagannath.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Vaishnava)
janus.md	SINGULAR	HIGH	Roman		Roman religion
jarilo.md	SINGULAR	HIGH	Slavic-Finnic		Pre-Christian Slavic
jesus-christ-deity.md	SINGULAR	HIGH	Christian		Christianity
jesus-the-splendor.md	SINGULAR	HIGH	Manichaean		Manichaean
jormungandr.md	MULTI_SAME_FAMILY	HIGH	Norse		Norse / Germanic
juno.md	SINGULAR	HIGH	Roman		Roman religion
jupiter.md	SINGULAR	HIGH	Roman		Roman religion
kaang-san.md	SINGULAR	REVIEW	UNKNOWN		[[tradition-khoisan-san]]
kagutsuchi.md	SINGULAR	HIGH	Shinto		Shinto (Japanese)
kalachakra.md	MULTI_SAME_FAMILY	HIGH	Buddhist		Vajrayāna Buddhism — late Indian / Tibetan
kalfu-vodou.md	SINGULAR	HIGH	Yoruba-Diaspora		Haitian Vodou (Petwo rite)
kali.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindu — Shakta / Tantric
kalki.md	SINGULAR	HIGH	Vedic-Hindu		Vaishnava Hinduism
kama-vedic.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic religion / Hinduism
kamadhenu.md	SINGULAR	HIGH	Vedic-Hindu		Hindu
kamrusepa.md	SINGULAR	HIGH	Hittite		Hittite
kanaloa.md	SINGULAR	HIGH	Polynesian		Hawaiian
kane-hawaiian.md	SINGULAR	HIGH	Polynesian		Hawaiian (Kanaka Maoli)
kasdeja.md	MULTI_SAME_FAMILY	HIGH	Israelite	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]]	Second-Temple Jewish apocalyptic (Enochic) / canonical in [[tradition-ethiopian-orthodox-tewahedo]]
kauket.md	SINGULAR	HIGH	Egyptian		Egyptian (Hermopolitan theology — the Ogdoad)
kawil.md	SINGULAR	HIGH	Maya		Maya
kek-egyptian.md	SINGULAR	HIGH	Egyptian		Egyptian (Hermopolitan theology — the Ogdoad)
ketu.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Navagraha)
khandoba.md	SINGULAR	HIGH	Vedic-Hindu		Hindu
khepri.md	SINGULAR	HIGH	Egyptian		Egyptian
khnum.md	SINGULAR	HIGH	Egyptian		Egyptian (Old Kingdom onward; cult center Elephantine and Esna)
khonsu.md	SINGULAR	HIGH	Egyptian		Egyptian (Theban; New Kingdom)
khors.md	SINGULAR	HIGH	Slavic-Finnic		Pre-Christian Slavic (East Slavic)
khshathra-vairya.md	MULTI_SAME_FAMILY	REVIEW	Zoroastrian		Zoroastrian (Avestan and Pahlavi); the third of the six Amesha Spentas
ki-sumerian.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian (early); subsequently absorbed into Akkadian Antu
kingu.md	SINGULAR	HIGH	Mesopotamian		Babylonian
kinich-ahau.md	SINGULAR	HIGH	Maya		Maya
kokabiel.md	MULTI_SAME_FAMILY	HIGH	Israelite	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]]	Second-Temple Jewish apocalyptic (Enochic) / canonical in [[tradition-ethiopian-orthodox-tewahedo]]
kokopelli.md	SINGULAR	HIGH	Indigenous-N-American		Puebloan (Hopi)
konohanasakuya-hime.md	SINGULAR	HIGH	Shinto		Shinto
kothar-wa-khasis.md	SINGULAR	HIGH	Canaanite		Ugaritic (Canaanite)
kotharat.md	SINGULAR	HIGH	Canaanite		Canaanite (Ugaritic)
kotoshironushi.md	SINGULAR	HIGH	Shinto		Shinto
krishna.md	SINGULAR	HIGH	Vedic-Hindu		Hindu — Vaiṣṇava
kronos.md	SINGULAR	HIGH	Greek		Greek
ku.md	SINGULAR	HIGH	Polynesian		Hawaiian
kubaba.md	SINGULAR	HIGH	Hittite		Anatolian (Syro-Hittite)
kubera.md	SINGULAR	HIGH	Vedic-Hindu		Hindu
kukulkan.md	MULTI_SAME_FAMILY	HIGH	Maya		Yucatec Maya / K'iche' Maya — pan-Mesoamerican Feathered-Serpent complex
kumarbi.md	SINGULAR	HIGH	Hittite		Hurrian–Hittite
kupala.md	SINGULAR	HIGH	Slavic-Finnic		Slavic paganism (attested in 12th-c. church chronicles; surviving folk practice)
kurma-avatar.md	SINGULAR	HIGH	Vedic-Hindu		hinduism
lahar.md	SINGULAR	HIGH	Mesopotamian		Sumerian
lahmu-lahamu.md	SINGULAR	HIGH	Mesopotamian		Babylonian (with Sumerian-period antecedents)
laima.md	SINGULAR	HIGH	Baltic		Baltic (Lithuanian and Latvian)
lakshmi.md	SINGULAR	HIGH	Vedic-Hindu		Hindu — Vaiṣṇava
lamashtu.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Akkadian / Babylonian
lamassu.md	SINGULAR	HIGH	Mesopotamian		Assyrian (Mesopotamian)
laran.md	SINGULAR	HIGH	Etruscan		Etruscan
lasiren-vodou.md	SINGULAR	HIGH	Yoruba-Diaspora		[[tradition-vodou-haitian]]
laz.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Akkadian / Babylonian
leigong.md	MULTI_SAME_FAMILY	HIGH	Chinese		Chinese folk religion / Daoism
leto.md	SINGULAR	HIGH	Greek		Greek
leviathan.md	SINGULAR	HIGH	Israelite		Hebrew (Israelite / Jewish, with later Christian reception)
leza.md	SINGULAR	HIGH	African		Bantu religion (Central/Southern African)
liber.md	SINGULAR	HIGH	Roman		Roman
lilith.md	MULTI_CROSS_FAMILY	MEDIUM	Israelite	Rabbinic	Jewish folkloric / Kabbalistic
lir.md	SINGULAR	HIGH	Celtic		Irish Celtic paganism (Irish mythological cycle)
lleu-llaw-gyffes.md	SINGULAR	HIGH	Celtic		Celtic paganism (Welsh) — Mabinogi tradition
logos-stoic.md	SINGULAR	HIGH	Greek		Stoic philosophy
loki.md	MULTI_SAME_FAMILY	HIGH	Norse		Norse / Germanic
longwang.md	SINGULAR	HIGH	Chinese		Chinese folk religion (Daoist + Buddhist syncretic layers)
lono.md	SINGULAR	HIGH	Polynesian		Hawaiian
los.md	SINGULAR	HIGH	Modern-Esoteric		Blakean mythology
lotan.md	SINGULAR	HIGH	Canaanite		Ugaritic (Canaanite)
louhi.md	MULTI_SAME_FAMILY	REVIEW	Slavic-Finnic		Finno-Karelian — Kalevala / runo-poetry tradition
lucifer.md	SINGULAR	HIGH	Christian		Christianity (post-Jerome Vulgate, Isa 14:12 Helel)
lugalbanda.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian (Mesopotamian) — historical king of Uruk, posthumously deified
lugh.md	SINGULAR	HIGH	Celtic		Celtic paganism (Gaelic + Welsh + Continental)
lugus.md	SINGULAR	HIGH	Celtic		Celtic (pan-Celtic — Gaulish, Iberian, Insular)
luna-roman.md	SINGULAR	HIGH	Roman		Roman
ma-at.md	SINGULAR	HIGH	Egyptian		Egyptian
macha.md	SINGULAR	HIGH	Celtic		Irish Celtic
mahakala.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Śaiva)
mahasthamaprapta.md	SINGULAR	HIGH	Buddhist		Mahāyāna Buddhism — esp. Pure Land schools
mahavira-jain.md	SINGULAR	HIGH	Jain		Jain (Agamas — Jain canonical scripture; 6th-5th c. BCE)
mahaway-nephilim.md	SINGULAR	HIGH	Israelite		Second-Temple Jewish apocalyptic (Book of Giants)
mahrem.md	SINGULAR	HIGH	Aksumite		Pre-Christian Aksumite religion
mahuika.md	SINGULAR	HIGH	Polynesian		Polynesian
maitreya.md	SINGULAR	HIGH	Buddhist		Buddhism — Theravāda, Mahāyāna, Vajrayana (universal)
mama-cocha.md	SINGULAR	HIGH	Andean		Andean (Inca and pre-Inca coastal cultures)
mama-quilla.md	MULTI_SAME_FAMILY	HIGH	Andean		Inca (Tawantinsuyu) / Andean
mama-sara.md	SINGULAR	HIGH	Andean		Andean (Quechua / pan-Andean, Inca and post-Inca)
mami-wata.md	SINGULAR	HIGH	African		Pan-African folk religion (West/Central Africa and diaspora; 15th c. onwards — possibly older water-deity substratum)
manabozho.md	SINGULAR	HIGH	Islamic		Anishinaabe (Ojibwe / Chippewa / Algonquian tradition)
manaf.md	SINGULAR	HIGH	Pre-Islamic-Arabian		Pre-Islamic Arabian (Hejazi / Quraysh)
manannan-mac-lir.md	SINGULAR	HIGH	Celtic		Celtic paganism (Gaelic + Welsh)
manasa-devi.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Bengali folk tradition / Shakta)
manat.md	SINGULAR	HIGH	Pre-Islamic-Arabian		Pre-Islamic Arabian (Hijazi — particularly Aws and Khazraj tribes of Yathrib / Medina; Nabataean — Manawat at Hegra)
manco-capac.md	SINGULAR	HIGH	Andean		Inca
manda-d-hayyi.md	SINGULAR	HIGH	Mandaean		Mandaean
mangala.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Navagraha)
mani-norse.md	SINGULAR	HIGH	Norse		Norse
manjushri.md	MULTI_SAME_FAMILY	HIGH	Buddhist		Mahayana / Vajrayana Buddhism
manu-vedic.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Vedic and Puranic)
maponos.md	SINGULAR	HIGH	Celtic		Celtic paganism (Romano-British / Gaulish)
mara-demon.md	MULTI_SAME_FAMILY	HIGH	Buddhist		Theravāda / Mahāyāna Buddhism (pan-Buddhist)
marassa-twins.md	SINGULAR	HIGH	Yoruba-Diaspora		Haitian Vodou
marduk.md	SINGULAR	HIGH	Mesopotamian		Babylonian
mariamman.md	SINGULAR	HIGH	Vedic-Hindu		Hindu
marici.md	MULTI_SAME_FAMILY	HIGH	Buddhist		Mahāyāna and Vajrayāna Buddhism
mars-roman.md	SINGULAR	HIGH	Roman		Roman religion
maruts.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Vedic)
mary-of-zion.md	SINGULAR	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]] (the cult-specific Aksumite Marian figure)
mary-theotokos.md	SINGULAR	HIGH	Christian		Christianity
marzanna.md	SINGULAR	HIGH	Slavic-Finnic		Pre-Christian Slavic
masauwu.md	SINGULAR	HIGH	Indigenous-N-American		Hopi (Puebloan)
mastema.md	MULTI_SAME_FAMILY	REVIEW	Israelite	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]]	Second-Temple Jewish apocalyptic / Jubilees-specific demonology / canonical in [[tradition-ethiopian-orthodox-tewahedo]] (where Jubilees is full scripture)
matsya-avatar.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		[[tradition-vedic-hinduism]] / [[tradition-bhakti-vaishnavism]]
matsya.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Puranic)
maui-polynesian.md	SINGULAR	HIGH	Polynesian		Pan-Polynesian — Māori, Hawaiian (Māui), Tahitian, Samoan
mawu-lisa.md	MULTI_SAME_FAMILY	HIGH	Yoruba-Diaspora		Fon / Ewe (Dahomey, Benin, Togo) — Vodun tradition
mayahuel.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Aztec / Mexica religion (continuation of older Mesoamerican agave cult)
mazu.md	SINGULAR	HIGH	Chinese		Chinese folk religion (Daoist + Buddhist syncretic layers)
medeina.md	SINGULAR	HIGH	Baltic		Baltic paganism (Lithuanian)
meder.md	SINGULAR	HIGH	Aksumite		Pre-Christian Aksumite religion
meenakshi.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Tamil Shaiva)
melek-hamza.md	SINGULAR	REVIEW	UNKNOWN		Druze (Rasa'il al-Hikma, 11th c. CE)
melek-taus.md	SINGULAR	REVIEW	UNKNOWN		[[tradition-yazidi]]
melqart.md	SINGULAR	HIGH	Canaanite		Phoenician
meness.md	SINGULAR	HIGH	Baltic		Baltic (Latvian primarily; Lithuanian form Mēnuo)
menvra-etruscan.md	SINGULAR	HIGH	Etruscan		Etruscan religion
mercury-roman.md	SINGULAR	HIGH	Roman		Roman religion
meretseger.md	SINGULAR	HIGH	Egyptian		Egyptian
metatron.md	MULTI_CROSS_FAMILY	MEDIUM	Israelite	Rabbinic	Jewish mystical / Hekhalot / Kabbalistic
metis.md	SINGULAR	HIGH	Greek		Greek
metztli.md	SINGULAR	HIGH	Nahua-Aztec		Aztec
michael-archangel.md	SINGULAR	HIGH	Israelite		Second Temple Judaism
mictecacihuatl.md	SINGULAR	HIGH	Nahua-Aztec		Aztec (Nahua)
mictlantecuhtli.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Nahua / Aztec
midir.md	SINGULAR	HIGH	Celtic		Celtic
mielikki.md	SINGULAR	HIGH	Slavic-Finnic		Finnish paganism (Kalevala; Finnish hunting folk religion)
mihr-armenian.md	SINGULAR	REVIEW	UNKNOWN		Armenian
mimir-norse.md	SINGULAR	HIGH	Norse		Norse paganism
min-egyptian.md	SINGULAR	HIGH	Egyptian		Egyptian
minerva-roman.md	SINGULAR	HIGH	Roman		Roman religion (Etruscan-Italic origin)
mithra-zoroastrian.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian
mithras-roman.md	SINGULAR	HIGH	Roman		Roman mystery cult
mitra-vedic.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Hindu
mixcoatl.md	MULTI_SAME_FAMILY	REVIEW	Nahua-Aztec		Nahua / Aztec (Mexica); patron of Tlaxcala under the name Camaxtli; pan-Mesoamerican Chichimec hunter-god
mnemosyne.md	SINGULAR	HIGH	Greek		Greek religion (esp. Orphic + Pythagorean)
modi-magni.md	SINGULAR	HIGH	Norse		Norse (Eddic)
mokosh.md	SINGULAR	HIGH	Slavic-Finnic		Pre-Christian Slavic
moloch.md	MULTI_SAME_FAMILY	REVIEW	Canaanite		Canaanite / Ammonite (West Semitic)
montu.md	SINGULAR	HIGH	Egyptian		Egyptian
mot.md	MULTI_SAME_FAMILY	HIGH	Canaanite		Canaanite / Ugaritic
muhammad-al-mahdi.md	SINGULAR	HIGH	Islamic		Islam (primarily Twelver Shīʿism; also Sunnī eschatology)
mullissu-akkadian.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Akkadian / Babylonian / Assyrian
mulungu.md	SINGULAR	HIGH	African		Bantu religion (East/Central African)
mummu.md	SINGULAR	HIGH	Mesopotamian		Babylonian (Akkadian)
murugan.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Tamil Shaiva / South Indian Hinduism
mut.md	SINGULAR	HIGH	Egyptian		Egyptian (Theban; New Kingdom onward)
mwari.md	SINGULAR	REVIEW	UNKNOWN		Shona traditional religion
nabia.md	MULTI_SAME_FAMILY	HIGH	Celtic		Lusitanian Religion / Gallaecian (pre-Roman Iberian)
nabu.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Babylonian / Assyrian
nammu.md	SINGULAR	HIGH	Mesopotamian		Sumerian
namtar.md	SINGULAR	HIGH	Mesopotamian		Sumerian
nana-buluku.md	MULTI_SAME_FAMILY	HIGH	Yoruba-Diaspora		Fon / Ewe (Dahomey) — Vodun; reception in Yoruba (Nanã), Candomblé (Nanã Burukê), and Haitian Vodou (Nanan-bouclou)
nanahuatzin.md	MULTI_SAME_FAMILY	HIGH	Nahua-Aztec		Aztec / Mexica
nanaya.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian / Babylonian
nandi.md	SINGULAR	HIGH	Vedic-Hindu		Hindu (Shaiva)
nane-armenian.md	SINGULAR	REVIEW	UNKNOWN		Armenian pre-Christian paganism
nanghaithya-daeva.md	SINGULAR	HIGH	Zoroastrian		Zoroastrian (Avestan and Pahlavi; daevic-class divine being demoted from earlier divine status)
nanna-norse.md	SINGULAR	HIGH	Norse		Norse (Eddic)
nanna-sin.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian / Babylonian
nanshe-sumerian.md	SINGULAR	HIGH	Mesopotamian		Sumerian
narada.md	SINGULAR	HIGH	Vedic-Hindu		Vedic
narasimha.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Hindu (Vishnu Purana, Bhagavata Purana)
narayana.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Vedic / Vaishnava Hinduism
nasr-pre-islamic.md	SINGULAR	HIGH	Pre-Islamic-Arabian		Pre-Islamic Arabian (South Arabian — Himyaritic context; Quranic-preserved antediluvian-pantheon listing)
naunet.md	SINGULAR	HIGH	Egyptian		Egyptian (Hermopolitan theology — the Ogdoad)
nefertem.md	SINGULAR	HIGH	Egyptian		Egyptian
neith.md	SINGULAR	HIGH	Egyptian		Egyptian (Predynastic / Old Kingdom; Saite-period revival)
nekhbet.md	SINGULAR	HIGH	Egyptian		Egyptian
nemesis-greek.md	SINGULAR	HIGH	Greek		Greek paganism (Hesiod Theogony 223; Pindar; sanctuary at Rhamnous)
neminatha.md	SINGULAR	HIGH	Jain		Jainism
nephthys.md	SINGULAR	HIGH	Egyptian		Egyptian
neptune-roman.md	SINGULAR	HIGH	Roman		Roman religion
nereus.md	SINGULAR	HIGH	Greek		Greek
nergal.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian
nerthus.md	SINGULAR	HIGH	Norse		Germanic paganism (attested by Tacitus, 98 CE)
nethuns.md	SINGULAR	HIGH	Etruscan		Etruscan religion
nezha.md	SINGULAR	HIGH	Chinese		Chinese religion
ngai-maasai.md	SINGULAR	HIGH	African		Maasai traditional religion
nidhogg.md	SINGULAR	HIGH	Norse		Norse (Eddic)
nike-greek.md	SINGULAR	HIGH	Greek		Ancient Greek religion
nikkal-akkadian.md	SINGULAR	HIGH	Mesopotamian		Akkadian
nin-gal-sumerian.md	SINGULAR	HIGH	Mesopotamian		Sumerian
nin-girsu.md	SINGULAR	HIGH	Mesopotamian		Sumerian
nin-lil-sumerian.md	SINGULAR	HIGH	Mesopotamian		Sumerian
ninazu.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian
ningikuga.md	SINGULAR	HIGH	Mesopotamian		Sumerian
ningishzida.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian (Mesopotamian)
ninhursag.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian
ninigi.md	SINGULAR	HIGH	Shinto		Shinto
ninisina.md	SINGULAR	HIGH	Mesopotamian		Sumerian
ninkarrak.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian (Mesopotamian)
ninkasi.md	SINGULAR	HIGH	Mesopotamian		Sumerian
ninshubur.md	SINGULAR	HIGH	Mesopotamian		Sumerian
ninsun.md	SINGULAR	HIGH	Mesopotamian		Sumerian
ninurta.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Akkadian / Mesopotamian
nisaba.md	SINGULAR	HIGH	Mesopotamian		Sumerian
njord.md	MULTI_SAME_FAMILY	HIGH	Norse		Norse / Germanic
nodens.md	SINGULAR	HIGH	Celtic		Celtic paganism (Romano-British)
nommo.md	SINGULAR	HIGH	African		Dogon religion (West African — Mali/Burkina Faso)
norea.md	SINGULAR	HIGH	Gnostic		Sethian Gnosticism
