path	doc_id	corpus_keys	source	confidence	sub_tradition
02_documents/_phase-4-late-antiquity/phase-4-016-shabuhragan.md	phase-4-016-shabuhragan	manichaean-corpus	scripture-corpora	high	Manichaean (Iranian / Pahlavi register)
02_documents/_phase-4-late-antiquity/phase-4-017-ginza-rba.md	phase-4-017-ginza-rba	mandaean-corpus	scripture-corpora	high	Mandaean (the canonical great corpus)
02_documents/_phase-4-late-antiquity/phase-4-018-mandaean-book-of-john.md	phase-4-018-mandaean-book-of-john	mandaean-corpus	scripture-corpora	high	Mandaean
02_documents/_phase-4-late-antiquity/phase-4-019-plotinus-enneads.md	phase-4-019-plotinus-enneads	neoplatonist-corpus	scripture-corpora	high	Plotinian Neoplatonism
02_documents/_phase-4-late-antiquity/phase-4-020-iamblichus-on-the-mysteries.md	phase-4-020-iamblichus-on-the-mysteries	neoplatonist-corpus	scripture-corpora	high	Theurgic Neoplatonism (Iamblichean)
02_documents/_phase-4-late-antiquity/phase-4-021-proclus-elements-of-theology.md	phase-4-021-proclus-elements-of-theology	neoplatonist-corpus	scripture-corpora	high	Athenian Neoplatonism (Proclean)
02_documents/_phase-4-late-antiquity/phase-4-022-chaldean-oracles.md	phase-4-022-chaldean-oracles	neoplatonist-corpus	scripture-corpora	high	Theurgic
02_documents/_phase-4-late-antiquity/phase-4-023-irenaeus-against-heresies.md	phase-4-023-irenaeus-against-heresies	patristic-corpus	scripture-corpora	high	Patristic (heresiology)
02_documents/_phase-4-late-antiquity/phase-4-024-tertullian-apology.md	phase-4-024-tertullian-apology	patristic-corpus	scripture-corpora	high	Patristic Latin (North African) — apologetics
02_documents/_phase-4-late-antiquity/phase-4-024b-tertullian-against-valentinians.md	phase-4-024b-tertullian-against-valentinians	patristic-corpus	scripture-corpora	high	Patristic Latin (North African) — heresiology
02_documents/_phase-4-late-antiquity/phase-4-025-clement-stromata.md	phase-4-025-clement-stromata	patristic-corpus	scripture-corpora	high	Patristic (Alexandrian school)
02_documents/_phase-4-late-antiquity/phase-4-026-origen-on-first-principles.md	phase-4-026-origen-on-first-principles	patristic-corpus	scripture-corpora	high	Patristic (Alexandrian school)
02_documents/_phase-4-late-antiquity/phase-4-027-eusebius-ecclesiastical-history.md	phase-4-027-eusebius-ecclesiastical-history	patristic-corpus	scripture-corpora	high	Patristic Greek historiography
02_documents/_phase-4-late-antiquity/phase-4-028-augustine-confessions.md	phase-4-028-augustine-confessions	patristic-corpus	scripture-corpora	high	Patristic (Latin / Augustinian)
02_documents/_phase-4-late-antiquity/phase-4-029-augustine-city-of-god.md	phase-4-029-augustine-city-of-god	patristic-corpus	scripture-corpora	high	Patristic (Augustinian)
02_documents/_phase-4-late-antiquity/phase-4-030-pseudo-dionysius.md	phase-4-030-pseudo-dionysius	byzantine-orthodox	scripture-corpora	high	Christian Neoplatonism / mystical theology
02_documents/_phase-4-late-antiquity/phase-4-031-mishnah.md	phase-4-031-mishnah	rabbinic-corpus	scripture-corpora	high	Tannaitic
02_documents/_phase-4-late-antiquity/phase-4-032-jerusalem-talmud.md	phase-4-032-jerusalem-talmud	rabbinic-corpus	scripture-corpora	high	Palestinian Amoraic
02_documents/_phase-4-late-antiquity/phase-4-033-babylonian-talmud.md	phase-4-033-babylonian-talmud	rabbinic-corpus	scripture-corpora	high	Babylonian Amoraic / Stammaitic
02_documents/_phase-4-late-antiquity/phase-4-034-quran.md	phase-4-034-quran	quran,quran-manzil	scripture-corpora	high	Foundational Islamic scripture (revealed)
02_documents/_phase-4-late-antiquity/phase-4-035-acts-of-paul-and-thecla.md	phase-4-035-acts-of-paul-and-thecla	christian-apocrypha	scripture-corpora	high	Apocryphal Acts genre; Pauline-pseudepigraphal
02_documents/_phase-4-late-antiquity/phase-4-036-passio-perpetuae.md	phase-4-036-passio-perpetuae	christian-apocrypha	scripture-corpora	high	Latin/Greek martyrology
02_documents/_phase-4-late-antiquity/phase-4-037-diatessaron.md	phase-4-037-diatessaron	bible,syriac-christianity	scripture-corpora	high	Gospel-harmony genre
02_documents/_phase-4-late-antiquity/phase-4-038-hippolytus-refutation.md	phase-4-038-hippolytus-refutation	patristic-corpus	scripture-corpora	high	Heresiology
02_documents/_phase-4-late-antiquity/phase-4-039-celsus-true-word.md	phase-4-039-celsus-true-word	greek-philosophical-scripture	slug-override	high	Hellenistic anti-Christian apologetic
02_documents/_phase-4-late-antiquity/phase-4-040-pliny-trajan-correspondence.md	phase-4-040-pliny-trajan-correspondence	roman-scripture	slug-override	high	administrative-imperial correspondence
02_documents/_phase-4-late-antiquity/phase-4-041-athanasius-life-of-antony.md	phase-4-041-athanasius-life-of-antony	patristic-corpus	scripture-corpora	high	Egyptian monastic hagiography
02_documents/_phase-4-late-antiquity/phase-4-042-athanasius-on-the-incarnation.md	phase-4-042-athanasius-on-the-incarnation	patristic-corpus	scripture-corpora	high	Nicene Christology
02_documents/_phase-4-late-antiquity/phase-4-043-apophthegmata-patrum.md	phase-4-043-apophthegmata-patrum	patristic-corpus	scripture-corpora	high	Desert monasticism
02_documents/_phase-4-late-antiquity/phase-4-044-basil-on-the-holy-spirit.md	phase-4-044-basil-on-the-holy-spirit	patristic-corpus	scripture-corpora	high	Nicene Trinitarian theology
02_documents/_phase-4-late-antiquity/phase-4-045-gregory-of-nyssa-life-of-moses.md	phase-4-045-gregory-of-nyssa-life-of-moses	patristic-corpus	scripture-corpora	high	Christian Platonist mysticism / allegorical exegesis
02_documents/_phase-4-late-antiquity/phase-4-046-john-of-damascus-exposition-orthodox-faith.md	phase-4-046-john-of-damascus-exposition-orthodox-faith	byzantine-orthodox	scripture-corpora	high	Byzantine systematic theology
02_documents/_phase-4-late-antiquity/phase-4-047-cassian-conferences.md	phase-4-047-cassian-conferences	patristic-corpus	scripture-corpora	high	Western monastic literature
02_documents/_phase-4-late-antiquity/phase-4-048-benedict-rule.md	phase-4-048-benedict-rule	latin-catholic-medieval	scripture-corpora	high	Western Benedictine monasticism
02_documents/_phase-4-late-antiquity/phase-4-049-boethius-consolation-of-philosophy.md	phase-4-049-boethius-consolation-of-philosophy	latin-catholic-medieval	scripture-corpora	high	Christian Platonism (in Roman-philosophical register)
02_documents/_phase-4-late-antiquity/phase-4-050-leo-tome-to-flavian.md	phase-4-050-leo-tome-to-flavian	patristic-corpus	scripture-corpora	high	Roman papal Christology
02_documents/_phase-4-late-antiquity/phase-4-050-vishnu-sahasranama.md	phase-4-050-vishnu-sahasranama	vaishnava-canon	scripture-corpora	high	Mahābhārata epic-Vaishnava theological corpus
02_documents/_phase-4-late-antiquity/phase-4-051-gregory-pastoral-rule.md	phase-4-051-gregory-pastoral-rule	latin-catholic-medieval	scripture-corpora	high	Early medieval Latin episcopal theology
02_documents/_phase-4-late-antiquity/phase-4-052-gregory-dialogues.md	phase-4-052-gregory-dialogues	latin-catholic-medieval	scripture-corpora	high	Early medieval Latin hagiography
02_documents/_phase-4-late-antiquity/phase-4-053-isidore-etymologiae.md	phase-4-053-isidore-etymologiae	latin-catholic-medieval	scripture-corpora	high	Latin Christian encyclopedism
02_documents/_phase-4-late-antiquity/phase-4-054-bede-ecclesiastical-history.md	phase-4-054-bede-ecclesiastical-history	latin-catholic-medieval	scripture-corpora	high	Early medieval Latin historiography
02_documents/_phase-4-late-antiquity/phase-4-055-ephrem-hymns-on-paradise.md	phase-4-055-ephrem-hymns-on-paradise	syriac-christianity	scripture-corpora	high	Syriac patristic poetry / Nisibene-Edessene
02_documents/_phase-4-late-antiquity/phase-4-056-zostrianos.md	phase-4-056-zostrianos	nag-hammadi	scripture-corpora	high	Sethian Platonizing Gnostic apocalypse
02_documents/_phase-4-late-antiquity/phase-4-057-allogenes.md	phase-4-057-allogenes	nag-hammadi	scripture-corpora	high	Sethian Platonizing Gnostic apocalypse
02_documents/_phase-4-late-antiquity/phase-4-058-thunder-perfect-mind.md	phase-4-058-thunder-perfect-mind	nag-hammadi	scripture-corpora	high	Paradoxical self-revelation discourse
02_documents/_phase-4-late-antiquity/phase-4-059-tripartite-tractate.md	phase-4-059-tripartite-tractate	nag-hammadi	scripture-corpora	high	Valentinian theological treatise (Eastern / *via media* school)
02_documents/_phase-4-late-antiquity/phase-4-060-letter-to-flora.md	phase-4-060-letter-to-flora	christian-apocrypha	scripture-corpora	high	Valentinian theological correspondence (Italian school)
02_documents/_phase-4-late-antiquity/phase-4-061-didache.md	phase-4-061-didache	apostolic-fathers	scripture-corpora	high	Syrian / Antiochene Jewish-Christian church order
02_documents/_phase-4-late-antiquity/phase-4-062-1-clement.md	phase-4-062-1-clement	apostolic-fathers	scripture-corpora	high	Roman Christianity
02_documents/_phase-4-late-antiquity/phase-4-063-ignatius-letters.md	phase-4-063-ignatius-letters	apostolic-fathers	scripture-corpora	high	Antiochene Christianity
02_documents/_phase-4-late-antiquity/phase-4-064-epistle-of-barnabas.md	phase-4-064-epistle-of-barnabas	apostolic-fathers	scripture-corpora	high	Alexandrian Christianity (allegorical-supersessionist)
02_documents/_phase-4-late-antiquity/phase-4-065-shepherd-of-hermas.md	phase-4-065-shepherd-of-hermas	apostolic-fathers	scripture-corpora	high	Roman Christianity (charismatic-apocalyptic strand)
02_documents/_phase-4-late-antiquity/phase-4-066-polycarp-philippians.md	phase-4-066-polycarp-philippians	apostolic-fathers	scripture-corpora	high	Asian Christianity (Smyrnaean)
02_documents/_phase-4-late-antiquity/phase-4-067-martyrdom-of-polycarp.md	phase-4-067-martyrdom-of-polycarp	apostolic-fathers	scripture-corpora	high	Asian Christianity (Smyrnaean martyrology)
02_documents/_phase-4-late-antiquity/phase-4-068-2-clement.md	phase-4-068-2-clement	apostolic-fathers	scripture-corpora	high	Christian homiletic
02_documents/_phase-4-late-antiquity/phase-4-069-josephus-jewish-war.md	phase-4-069-josephus-jewish-war	greek-philosophical-scripture,hellenistic-jewish	inferred:Hellenistic-Jewish + Josephus	medium	Greco-Roman historiography by a Jewish participant
02_documents/_phase-4-late-antiquity/phase-4-070-josephus-antiquities-of-the-jews.md	phase-4-070-josephus-antiquities-of-the-jews	mesopotamian-canonical,greek-philosophical-scripture,hellenistic-jewish	inferred:Mesopotamian + Hellenistic-Jewish	medium	Greco-Roman antiquarian historiography of a non-Greek nation
02_documents/_phase-4-late-antiquity/phase-4-071-josephus-against-apion.md	phase-4-071-josephus-against-apion	egyptian-scripture,greek-philosophical-scripture,hellenistic-jewish	inferred:Egyptian + Hellenistic-Jewish + Josephus	medium	Hellenistic-Jewish apologetic
02_documents/_phase-4-late-antiquity/phase-4-072-plutarch-de-iside-et-osiride.md	phase-4-072-plutarch-de-iside-et-osiride	egyptian-scripture	scripture-corpora	high	Greco-Egyptian syncretism (Hellenistic-Roman reading of Egyptian religion)
02_documents/_phase-4-late-antiquity/phase-4-073-tabula-smaragdina.md	phase-4-073-tabula-smaragdina	hermetica	scripture-corpora	high	alchemical / Hermetic-philosophical
02_documents/_phase-4-late-antiquity/phase-4-074-zosimos-of-panopolis-corpus.md	phase-4-074-zosimos-of-panopolis-corpus	hermetica	scripture-corpora	high	spiritual-visionary alchemy
02_documents/_phase-4-late-antiquity/phase-4-075-corpus-hermeticum-xiii-rebirth.md	phase-4-075-corpus-hermeticum-xiii-rebirth	hermetica	scripture-corpora	high	Philosophical Hermetism — initiatory subset
02_documents/_phase-4-late-antiquity/phase-4-075-mulamadhyamakakarika.md	phase-4-075-mulamadhyamakakarika	tipitaka,madhyamaka-prajnaparamita-corpus	scripture-corpora	high	Madhyamaka (the Middle Way school)
02_documents/_phase-4-late-antiquity/phase-4-076-stobaean-hermetica-kore-kosmou.md	phase-4-076-stobaean-hermetica-kore-kosmou	hermetica	scripture-corpora	high	Philosophical Hermetism — Egyptian-revelatory cosmogony
02_documents/_phase-4-late-antiquity/phase-4-076-visuddhimagga.md	phase-4-076-visuddhimagga	tipitaka	scripture-corpora	high	Mahāvihāra orthodoxy of Anurādhapura, Sri Lanka
02_documents/_phase-4-late-antiquity/phase-4-077-abhidharmakosa.md	phase-4-077-abhidharmakosa	tipitaka,yogacara-corpus	scripture-corpora	high	Sarvāstivāda + Sautrāntika Abhidharma synthesis (with Yogācāra-leaning critique)
02_documents/_phase-4-late-antiquity/phase-4-077-definitions-hermes-asclepius-armenian.md	phase-4-077-definitions-hermes-asclepius-armenian	hermetica	scripture-corpora	high	Philosophical Hermetism — gnomic / catechetical
02_documents/_phase-4-late-antiquity/phase-4-078-prayer-of-thanksgiving-nhc-vi-7.md	phase-4-078-prayer-of-thanksgiving-nhc-vi-7	nag-hammadi,hermetica	scripture-corpora	high	Philosophical Hermetism — liturgical / devotional
02_documents/_phase-4-late-antiquity/phase-4-079-coptic-asclepius-nhc-vi-8.md	phase-4-079-coptic-asclepius-nhc-vi-8	nag-hammadi,hermetica	scripture-corpora	high	Philosophical Hermetism — apocalyptic / lament-for-Egypt
02_documents/_phase-4-late-antiquity/phase-4-080-garima-gospels.md	phase-4-080-garima-gospels	bible,ethiopic-tewahedo-canon	scripture-corpora	high	early Aksumite Ethiopian-Miaphysite illuminated-gospel codices
02_documents/_phase-4-late-antiquity/phase-4-081-mashafa-henok-geez-1-enoch.md	phase-4-081-mashafa-henok-geez-1-enoch	bible,ethiopic-tewahedo-canon	scripture-corpora	high	Ge'ez biblical Old Testament — uniquely-Ethiopian canonical scripture
02_documents/_phase-4-late-antiquity/phase-4-082-ethiopic-biblical-canon.md	phase-4-082-ethiopic-biblical-canon	bible,ethiopic-tewahedo-canon	scripture-corpora	high	Ge'ez biblical corpus
02_documents/_phase-4-late-antiquity/phase-4-083-mashafa-kidan-testament-of-our-lord.md	phase-4-083-mashafa-kidan-testament-of-our-lord	ethiopic-tewahedo-canon	scripture-corpora	high	early-Christian apocalyptic-liturgical pseudepigraphon — Ethiopic-preserved
02_documents/_phase-4-late-antiquity/phase-4-084-ethiopian-sinodos.md	phase-4-084-ethiopian-sinodos	ethiopic-tewahedo-canon	scripture-corpora	high	Ethiopian apostolic-pseudonymous church-order corpus
02_documents/_phase-4-late-antiquity/phase-4-085-ovid-metamorphoses-book-1.md	phase-4-085-ovid-metamorphoses-book-1	roman-scripture	inferred:Latin/Roman	medium	Latin epic / mythological compendium
02_documents/_phase-4-late-antiquity/phase-4-086-arda-viraf-namag.md	phase-4-086-arda-viraf-namag	avesta	scripture-corpora	high	Zoroastrian
02_documents/_phase-4-late-antiquity/phase-4-095-new-testament-canon.md	phase-4-095-new-testament-canon	bible,patristic-corpus	inferred:Patristic	medium	Early Church canon formation
02_documents/_phase-4-late-antiquity/phase-4-096-cantong-qi.md	phase-4-096-cantong-qi	tao-corpus	scripture-corpora	high	Daoist alchemy (waidan / outer alchemy; foundational neidan / inner alchemy text)
02_documents/_phase-4-late-antiquity/phase-4-097-baopuzi-ge-hong.md	phase-4-097-baopuzi-ge-hong	tao-corpus	scripture-corpora	high	Religious Daoism — early Daoist alchemy (waidan) and self-cultivation
02_documents/_phase-4-late-antiquity/phase-4-098-liezi.md	phase-4-098-liezi	tao-corpus	scripture-corpora	high	Classical Daoism (later synthesis)
02_documents/_phase-4-late-antiquity/phase-4-099-shangqing-corpus.md	phase-4-099-shangqing-corpus	tao-corpus	scripture-corpora	high	Religious Daoism — Shangqing school
02_documents/_phase-4-late-antiquity/phase-4-100-celestial-hierarchy.md	phase-4-celestial-hierarchy	greek-philosophical-scripture,neoplatonic,patristic-corpus,christian-mystical	inferred:Neoplatonic + Pseudo-Dionysian	medium	Pseudo-Dionysian mystical theology
02_documents/_phase-4-late-antiquity/phase-4-101-lotus-sutra.md	phase-4-101-lotus-sutra	tipitaka	scripture-corpora	high	Lotus / Tiantai / Nichiren textual family
02_documents/_phase-4-late-antiquity/phase-4-102-avatamsaka-sutra.md	phase-4-102-avatamsaka-sutra	tipitaka	scripture-corpora	high	Huayan / Kegon textual family
02_documents/_phase-4-late-antiquity/phase-4-103-lankavatara-sutra.md	phase-4-103-lankavatara-sutra	tipitaka,yogacara-corpus	scripture-corpora	high	Yogācāra and Tathāgatagarbha textual family; foundational for Chan/Zen lineage
02_documents/_phase-4-late-antiquity/phase-4-104-sukhavativyuha-larger.md	phase-4-104-sukhavativyuha-larger	tipitaka,pure-land-buddhist-corpus	scripture-corpora	high	Pure Land textual family (the 'Three Pure Land Sutras')
02_documents/_phase-4-late-antiquity/phase-4-105-apuleius-metamorphoses-book-11.md	phase-4-105-apuleius-metamorphoses-book-11	mystery-cults-corpus	scripture-corpora	high	Latin novel + Isis-mystery
02_documents/_phase-4-late-antiquity/phase-4-106-greek-magical-papyri.md	phase-4-106-greek-magical-papyri	mystery-cults-corpus	scripture-corpora	high	syncretic (Egyptian + Greek + Jewish + Gnostic + early Christian)
02_documents/_phase-4-late-antiquity/phase-4-107-bundahishn.md	phase-4-107-bundahishn	avesta	scripture-corpora	high	Mazdean cosmogony / Pahlavi theological literature
02_documents/_phase-4-late-antiquity/phase-4-108-peshitta.md	phase-4-108-peshitta	bible,syriac-christianity	scripture-corpora	high	[[tradition-syriac-orthodox]]
02_documents/_phase-4-late-antiquity/phase-4-109-vishnu-purana.md	phase-4-109-vishnu-purana	vaishnava-canon	scripture-corpora	high	[[tradition-bhakti-vaishnavism]]
02_documents/_phase-4-late-antiquity/procopius-de-aedificiis.md	procopius-de-aedificiis	byzantine-corpus	slug-override	high	
02_documents/_phase-5-medieval/ajanta-inscriptions.md	ajanta-inscriptions	buddhist-pilgrimage-chronicles	slug-override	high	
02_documents/_phase-5-medieval/avatamsaka-sutra.md	avatamsaka-sutra	chinese-mahayana-chan-huayan-tiantai	scripture-corpora	high	
02_documents/_phase-5-medieval/bagan-stone-inscriptions.md	bagan-stone-inscriptions	buddhist-pilgrimage-chronicles	slug-override	high	
02_documents/_phase-5-medieval/bhagavata-purana.md	bhagavata-purana	vaishnava-canon	scripture-corpora	high	
02_documents/_phase-5-medieval/cobo-historia-del-nuevo-mundo.md	cobo-historia-del-nuevo-mundo	andean-chronicles-corpus	slug-override	high	
02_documents/_phase-5-medieval/codex-mendoza.md	codex-mendoza	aztec-corpus	slug-override	high	
02_documents/_phase-5-medieval/codex-sinaiticus.md	codex-sinaiticus	bible	scripture-corpora	high	
02_documents/_phase-5-medieval/codex-syriacus-sinaiticus.md	codex-syriacus-sinaiticus	syriac-christian-corpus	slug-override	high	
02_documents/_phase-5-medieval/codex-vaticanus.md	codex-vaticanus	bible	scripture-corpora	high	
02_documents/_phase-5-medieval/da-ming-huidian.md	da-ming-huidian	confucian-classics	slug-override	high	
02_documents/_phase-5-medieval/da-qing-huidian.md	da-qing-huidian	confucian-classics	slug-override	high	
02_documents/_phase-5-medieval/diamond-sutra-868.md	diamond-sutra-868	madhyamaka-prajnaparamita-corpus,chinese-mahayana-chan-huayan-tiantai	scripture-corpora	high	
02_documents/_phase-5-medieval/dunhuang-manuscripts.md	dunhuang-manuscripts	buddhist-pilgrimage-chronicles	slug-override	high	
02_documents/_phase-5-medieval/duran-historia-de-las-indias-de-nueva-espana.md	duran-historia-de-las-indias-de-nueva-espana	aztec-corpus	slug-override	high	
02_documents/_phase-5-medieval/ellora-inscriptions.md	ellora-inscriptions	buddhist-pilgrimage-chronicles	slug-override	high	
02_documents/_phase-5-medieval/engishiki.md	engishiki	shinto-engishiki	scripture-corpora	high	
02_documents/_phase-5-medieval/florentine-codex.md	florentine-codex	aztec-corpus	slug-override	high	
02_documents/_phase-5-medieval/gadla-lalibela.md	gadla-lalibela	tewahedo	slug-override	high	
02_documents/_phase-5-medieval/garcilaso-de-la-vega-comentarios-reales-de-los-incas.md	garcilaso-de-la-vega-comentarios-reales-de-los-incas	andean-chronicles-corpus	slug-override	high	
02_documents/_phase-5-medieval/great-tang-records-on-the-western-regions.md	great-tang-records-on-the-western-regions	buddhist-pilgrimage-chronicles	slug-override	high	
02_documents/_phase-5-medieval/gukjo-orye-ui.md	gukjo-orye-ui	korean-ritual-corpus	slug-override	high	
02_documents/_phase-5-medieval/heike-monogatari.md	heike-monogatari	japanese-historical-corpus	slug-override	high	
02_documents/_phase-5-medieval/izumo-no-kuni-fudoki.md	izumo-no-kuni-fudoki	kojiki-nihongi	slug-override	high	
02_documents/_phase-5-medieval/jataka-tales.md	jataka-tales	theravada-jataka-corpus	scripture-corpora	high	
02_documents/_phase-5-medieval/karangtengah-inscription-824.md	karangtengah-inscription-824	buddhist-pilgrimage-chronicles	slug-override	high	
02_documents/_phase-5-medieval/kojiki.md	kojiki	kojiki-nihongi	scripture-corpora	high	
02_documents/_phase-5-medieval/landa-relacion-de-las-cosas-de-yucatan.md	landa-relacion-de-las-cosas-de-yucatan	maya-corpus	slug-override	high	
02_documents/_phase-5-medieval/liber-pontificalis.md	liber-pontificalis	patristic-corpus	slug-override	high	
02_documents/_phase-5-medieval/lintel-3-temple-i.md	lintel-3-temple-i	maya-corpus	slug-override	high	
02_documents/_phase-5-medieval/longmen-inscriptions.md	longmen-inscriptions	buddhist-pilgrimage-chronicles	slug-override	high	
02_documents/_phase-5-medieval/lotus-sutra.md	lotus-sutra	chinese-mahayana-chan-huayan-tiantai	scripture-corpora	high	
02_documents/_phase-5-medieval/madala-panji.md	madala-panji	jagannath-corpus	slug-override	high	
02_documents/_phase-5-medieval/magna-carta.md	magna-carta	medieval-legal-corpus	slug-override	high	
02_documents/_phase-5-medieval/mahabharata.md	mahabharata	vaishnava-canon	scripture-corpora	high	
02_documents/_phase-5-medieval/mahavamsa.md	mahavamsa	tipitaka,buddhist-pilgrimage-chronicles	slug-override	high	
02_documents/_phase-5-medieval/nihon-shoki.md	nihon-shoki	kojiki-nihongi	scripture-corpora	high	
02_documents/_phase-5-medieval/palenque-tablet-of-the-cross.md	palenque-tablet-of-the-cross	maya-corpus	slug-override	high	
02_documents/_phase-5-medieval/palenque-tablet-of-the-foliated-cross.md	palenque-tablet-of-the-foliated-cross	maya-corpus	slug-override	high	
02_documents/_phase-5-medieval/palenque-tablet-of-the-sun.md	palenque-tablet-of-the-sun	maya-corpus	slug-override	high	
02_documents/_phase-5-medieval/phase-5-001-devi-mahatmya.md	phase-5-001-devi-mahatmya	vedas,shakta-canon	scripture-corpora	high	Shakta — emergent Goddess theology
02_documents/_phase-5-medieval/phase-5-002-heart-sutra.md	phase-5-002-heart-sutra	tipitaka,madhyamaka-prajnaparamita-corpus	scripture-corpora	high	Prajñāpāramitā
02_documents/_phase-5-medieval/phase-5-002b-diamond-sutra.md	phase-5-002b-diamond-sutra	tipitaka,madhyamaka-prajnaparamita-corpus,chinese-mahayana-chan-huayan-tiantai	scripture-corpora	high	Prajñāpāramitā
02_documents/_phase-5-medieval/phase-5-003-maximus-confessor-ambigua.md	phase-5-003-maximus-confessor-ambigua	byzantine-orthodox,hesychast-philokalia-corpus	scripture-corpora	high	Chalcedonian Christian Neoplatonism
02_documents/_phase-5-medieval/phase-5-004-platform-sutra-huineng.md	phase-5-004-platform-sutra-huineng	tipitaka,chinese-mahayana-chan-huayan-tiantai	scripture-corpora	high	Southern School Chan
02_documents/_phase-5-medieval/phase-5-005-shankara-brahma-sutra-bhasya.md	phase-5-005-shankara-brahma-sutra-bhasya	advaita-vedanta-corpus	scripture-corpora	high	Advaita (non-dualism)
02_documents/_phase-5-medieval/phase-5-006-vijnana-bhairava-tantra.md	phase-5-006-vijnana-bhairava-tantra	vedas,shaiva-tantric-canon	scripture-corpora	high	Kaula / non-dualist Tantra
02_documents/_phase-5-medieval/phase-5-007-sahih-al-bukhari.md	phase-5-007-sahih-al-bukhari	hadith-corpus	scripture-corpora	high	Hadith canon (Kutub al-Sittah)
02_documents/_phase-5-medieval/phase-5-008-eriugena-periphyseon.md	phase-5-008-eriugena-periphyseon	greek-philosophical-scripture,neoplatonic,patristic-corpus,christian-mystical	inferred:Neoplatonic + Eriugena	medium	Carolingian / Christian Platonist
02_documents/_phase-5-medieval/phase-5-009-tabari-tafsir.md	phase-5-009-tabari-tafsir	tafsir-corpus	scripture-corpora	high	Tafsīr — Qur'anic exegesis
02_documents/_phase-5-medieval/phase-5-010-saadia-emunot-ve-deot.md	phase-5-010-saadia-emunot-ve-deot	greek-philosophical-scripture,hellenistic-jewish,jewish-medieval-thought	inferred:Hellenistic-Jewish + Saadia	medium	Geonic / Kalām-influenced rationalist Judaism
02_documents/_phase-5-medieval/phase-5-011-rasail-ikhwan-al-safa.md	phase-5-011-rasail-ikhwan-al-safa	ismaili-corpus	scripture-corpora	high	Esoteric encyclopedist tradition
02_documents/_phase-5-medieval/phase-5-012-sefer-yetzirah.md	phase-5-012-sefer-yetzirah	kabbalistic-corpus	scripture-corpora	high	Early Jewish cosmological mysticism
02_documents/_phase-5-medieval/phase-5-013-hekhalot-literature.md	phase-5-013-hekhalot-literature	rabbinic-corpus	scripture-corpora	high	Merkavah / Hekhalot mysticism
02_documents/_phase-5-medieval/phase-5-014-abhinavagupta-tantraloka.md	phase-5-014-abhinavagupta-tantraloka	vedas,shaiva-tantric-canon	scripture-corpora	high	Non-dualist Tantric Shaivism — Kaula synthesis
02_documents/_phase-5-medieval/phase-5-015-al-ghazali-ihya.md	phase-5-015-al-ghazali-ihya	islamic-theological	scripture-corpora	high	Shāfiʿī jurisprudence + Ash'arite theology + Sufi spirituality
02_documents/_phase-5-medieval/phase-5-016-ramanuja-sribhasya.md	phase-5-016-ramanuja-sribhasya	vedas,vaishnava-canon	scripture-corpora	high	Qualified non-dualism — theistic Vedanta
02_documents/_phase-5-medieval/phase-5-017-peter-lombard-sentences.md	phase-5-017-peter-lombard-sentences	scholastic-corpus	slug-override	high	Early Scholasticism (proto-scholastic synthesis)
02_documents/_phase-5-medieval/phase-5-018-suhrawardi-hikmat-al-ishraq.md	phase-5-018-suhrawardi-hikmat-al-ishraq	ishraqi-corpus	scripture-corpora	high	Persianate philosophical mysticism — Suhrawardian Ishrāq
02_documents/_phase-5-medieval/phase-5-019-maimonides-guide-for-the-perplexed.md	phase-5-019-maimonides-guide-for-the-perplexed	greek-philosophical-scripture,hellenistic-jewish,jewish-medieval-thought	inferred:Hellenistic-Jewish + Maimonides	medium	Jewish Aristotelianism
02_documents/_phase-5-medieval/phase-5-020-interrogatio-iohannis.md	phase-5-020-interrogatio-iohannis	cathar-bogomil	scripture-corpora	high	Bogomil-Cathar shared scripture
02_documents/_phase-5-medieval/phase-5-021-cusa-de-docta-ignorantia.md	phase-5-021-cusa-de-docta-ignorantia	christian-mystical,renaissance-esotericism	slug-override	high	
02_documents/_phase-5-medieval/phase-5-021-ibn-arabi-fusus-al-hikam.md	phase-5-021-ibn-arabi-fusus-al-hikam	islamic-theological	scripture-corpora	high	Wahdat al-Wujud / Akbarī Sufi metaphysics
02_documents/_phase-5-medieval/phase-5-022-madhva-brahma-sutra-bhasya.md	phase-5-022-madhva-brahma-sutra-bhasya	vaishnava-canon	scripture-corpora	high	Strict theistic dualism — Madhva Vaiṣṇavism
02_documents/_phase-5-medieval/phase-5-023-liber-de-duobus-principiis.md	phase-5-023-liber-de-duobus-principiis	cathar-bogomil	scripture-corpora	high	Albanense / absolute-dualist Cathar theology
02_documents/_phase-5-medieval/phase-5-024-aquinas-summa-theologiae.md	phase-5-024-aquinas-summa-theologiae	latin-catholic-medieval	scripture-corpora	high	Dominican Thomism — Aristotelian Christian theology
02_documents/_phase-5-medieval/phase-5-025-rumi-masnavi.md	phase-5-025-rumi-masnavi	sufi-persian	scripture-corpora	high	Persian Sufi poetry — didactic mystical epic
02_documents/_phase-5-medieval/phase-5-026-sefer-ha-bahir.md	phase-5-026-sefer-ha-bahir	kabbalistic-corpus	scripture-corpora	high	Provençal proto-Kabbalah
02_documents/_phase-5-medieval/phase-5-027-sefer-ha-zohar.md	phase-5-027-sefer-ha-zohar	kabbalistic-corpus	scripture-corpora	high	Castilian Kabbalah
