file	class	conviction	origin_family	appearances	raw_tradition
farid-ud-din-attar.md	SINGULAR	HIGH	Islamic		Islam (Sufism — Khorasani school)
fatima-bint-muhammad.md	NO_TRADITION				
fazang.md	SINGULAR	HIGH	Buddhist		Buddhism
fazlur-rahman.md	SINGULAR	HIGH	Islamic		Islamic modernism
feng-shui.md	NO_TRADITION				
fentos-meqabyan.md	SINGULAR	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]] (canonical scripture only here)
fernando-pessoa.md	SINGULAR	HIGH	Hermetic		[[tradition-portuguese-hermeticism]]
fibonacci.md	SINGULAR	REVIEW	UNKNOWN		Medieval European mathematics
firmicus-maternus.md	SINGULAR	HIGH	Christian		Latin Christianity (4th-c. Constantinian-Theodosian)
flinders-petrie.md	NO_TRADITION				
four-causeways-of-tenochtitlan.md	NO_TRADITION				
frances-yates.md	MULTI_SAME_FAMILY	REVIEW	Academic		Comparative religion (academic) / history of ideas / Warburg Institute
francis-xavier.md	NO_TRADITION				
francisco-alvares.md	NO_TRADITION				
francisco-clavigero.md	MULTI_SAME_FAMILY	HIGH	Christian		Roman Catholicism / Mexican Jesuit
francisco-de-paula-del-villar.md	NO_TRADITION				
fray-bernardino-de-sahagun.md	NO_TRADITION				
frumentius.md	MULTI_SAME_FAMILY	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]] / [[tradition-coptic-orthodox]] (consecrating church)
fulcanelli.md	SINGULAR	HIGH	Hermetic		[[tradition-hermeticism]]
g-i-gurdjieff.md	SINGULAR	REVIEW	UNKNOWN		The Fourth Way
gabriel-archangel-person.md	MULTI_CROSS_FAMILY	MEDIUM	Israelite	Christian | Islamic	Judaism / Christianity / Islam
galawdewos-emperor.md	SINGULAR	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]]
galen-of-pergamon.md	MULTI_SAME_FAMILY	HIGH	Greek		Greek medical and Platonist-Aristotelian (pagan)
galileo-galilei.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Christian	Early modern science / Catholic (heterodox)
gallery-of-the-labyrinths.md	NO_TRADITION				
gallery-of-the-lanzon.md	NO_TRADITION				
gamaliel-ii.md	SINGULAR	HIGH	Rabbinic		early Rabbinic Judaism (Tannaitic)
gamaliel-the-elder.md	SINGULAR	HIGH	Israelite		Pharisaic Judaism (early Tannaitic)
gaozong-emperor-tang.md	NO_TRADITION				
garcilaso-de-la-vega.md	NO_TRADITION				
garth-fowden.md	MULTI_SAME_FAMILY	HIGH	Academic		Comparative-religion academic / classical historian
gate-of-the-sun-tiwanaku.md	NO_TRADITION				
gaudi-design-models-and-drawings.md	NO_TRADITION				
gaudi-letters-and-interviews.md	NO_TRADITION				
gemistos-plethon.md	MULTI_CROSS_FAMILY	MEDIUM	Christian	Greek	Byzantine Neoplatonism / Pagan Platonist
gennadius-scholarios.md	SINGULAR	HIGH	Christian		Eastern Orthodox Christianity
george-coedes.md	NO_TRADITION				
george-grinnell.md	NO_TRADITION				
george-h-forsyth.md	NO_TRADITION				
george-michell.md	NO_TRADITION				
george-pepper.md	NO_TRADITION				
george-r-collins.md	NO_TRADITION				
george-ripley.md	SINGULAR	REVIEW	UNKNOWN		English medieval-Renaissance alchemy
george-smith-cuneiformist.md	MULTI_SAME_FAMILY	REVIEW	Academic		Victorian British Museum Assyriology / [[tradition-comparative-religion-academic]]
george-starkey.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Anglo-American alchemy / Paracelsian-Sendivogian
gerald-gardner.md	MULTI_SAME_FAMILY	REVIEW	Modern-Esoteric		Wicca / Modern Pagan
gershom-scholem.md	MULTI_SAME_FAMILY	REVIEW	Academic		Comparative religion (academic) / Judaic studies
geza-vermes.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Israelite	Comparative religion (academic) / Dead Sea Scrolls / Second Temple Judaism / historical Jesus
giacomo-della-porta.md	NO_TRADITION				
gian-lorenzo-bernini.md	NO_TRADITION				
gilgamesh-king.md	MULTI_SAME_FAMILY	HIGH	Mesopotamian		Sumerian / Mesopotamian
giordano-bruno.md	MULTI_SAME_FAMILY	REVIEW	Hermetic		Renaissance Hermeticism / philosophical pantheism
giovanni-giustiniani.md	SINGULAR	REVIEW	UNKNOWN		Latin (Genoese Catholic)
giovanni-pico-della-mirandola.md	SINGULAR	HIGH	Hermetic		Renaissance Hermetic-Kabbalist Platonism
giyorgis-of-sagla.md	SINGULAR	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]]
goan-inquisition.md	NO_TRADITION				
goncalo-annes-bandarra.md	SINGULAR	REVIEW	UNKNOWN		[[tradition-sebastianism]]
gorakhnath.md	MULTI_SAME_FAMILY	HIGH	Vedic-Hindu		Hindu — Nath Yoga / Hatha Yoga
gordon-luce.md	NO_TRADITION				
goryeo-korea.md	NO_TRADITION				
graham-hancock.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Late-20th / early-21st-century popular pseudoarchaeology
great-ball-court-chichen-itza.md	NO_TRADITION				
gregory-of-nazianzus.md	SINGULAR	HIGH	Christian		Patristic Christian (Cappadocian)
gregory-of-nyssa.md	SINGULAR	HIGH	Christian		Patristic Christian (Cappadocian)
gregory-palamas.md	MULTI_SAME_FAMILY	REVIEW	Christian		Eastern Orthodox Christianity — Hesychast / Palamite
gregory-the-great.md	SINGULAR	HIGH	Christian		Latin Christian (Catholic)
gualdim-pais.md	NO_TRADITION				
guangxu-emperor.md	NO_TRADITION				
gudea-of-lagash.md	SINGULAR	HIGH	Mesopotamian		Sumerian (Second Dynasty of Lagash, post-Gutian period)
gunadharma.md	NO_TRADITION				
guru-arjan.md	SINGULAR	HIGH	Sikh		Sikhism
guru-gobind-singh-ji.md	NO_TRADITION				
guru-gobind-singh.md	SINGULAR	HIGH	Sikh		Sikhism
guru-nanak.md	SINGULAR	HIGH	Sikh		Sikhism
guru-tegh-bahadur-ji.md	SINGULAR	HIGH	Sikh		Sikhism
guze-kannon.md	NO_TRADITION				
gyeongju-gyeongsangbuk-do.md	NO_TRADITION				
haci-bektas-veli.md	SINGULAR	REVIEW	UNKNOWN		[[tradition-alevi-bektashi]]
hadewijch-of-antwerp.md	SINGULAR	HIGH	Christian		Latin Christianity (Beguine, Brabantine)
hadrian-emperor.md	MULTI_SAME_FAMILY	REVIEW	Roman		Roman state religion (pagan); Hellenophile
hafez.md	SINGULAR	HIGH	Islamic		Islam (Sufism — Persian lyric poetry)
hagar-matriarch.md	MULTI_CROSS_FAMILY	MEDIUM	Egyptian	Israelite	Egyptian-born / Abrahamic-Israelite
hakuin.md	SINGULAR	HIGH	Buddhist		Rinzai Zen Buddhism
hammurabi.md	SINGULAR	HIGH	Mesopotamian		Babylonian (Old Babylonian)
hamza-ibn-ali.md	SINGULAR	REVIEW	UNKNOWN		[[tradition-druze]]
han-feizi-person.md	SINGULAR	REVIEW	UNKNOWN		Legalism
hans-jantzen.md	NO_TRADITION				
hans-jonas.md	MULTI_SAME_FAMILY	REVIEW	Academic		Comparative religion (academic) / philosophy of religion
hans-urs-von-balthasar.md	MULTI_SAME_FAMILY	REVIEW	Christian		Roman Catholicism / Society of Jesus (briefly) / ressourcement / Communio
harisena-vakataka.md	NO_TRADITION				
harold-bloom.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Literary | Gnostic	Comparative religion (popular-academic) / literary criticism / 'American Gnosticism' thesis
harun-al-rashid.md	NO_TRADITION				
hasan-al-askari.md	SINGULAR	HIGH	Islamic		Islam (Twelver Shi'a Eleventh Imam)
hasan-al-basri.md	NO_TRADITION				
hasan-ibn-ali.md	SINGULAR	HIGH	Islamic		Islam (universally venerated grandson of the Prophet; Shi'a Second Imam)
hatshepsut.md	SINGULAR	HIGH	Egyptian		egyptian-religion
hecataeus-of-abdera.md	NO_TRADITION				
heinrich-khunrath.md	MULTI_CROSS_FAMILY	MEDIUM	Christian	Hermetic	Latin Christianity (Lutheran) / Renaissance Hermetic-alchemical-Kabbalistic synthesis
helen-schucman.md	MULTI_SAME_FAMILY	REVIEW	Modern-Esoteric		A Course in Miracles / New Age
helena-blavatsky.md	SINGULAR	HIGH	Modern-Esoteric		Theosophy
helena-empress.md	NO_TRADITION				
hellenistic-egypt.md	NO_TRADITION				
hemiunu.md	NO_TRADITION				
henri-de-lubac.md	MULTI_SAME_FAMILY	REVIEW	Christian		Roman Catholicism / Society of Jesus / ressourcement / nouvelle théologie
henri-mouhot.md	NO_TRADITION				
henry-marie-brackenridge.md	NO_TRADITION				
henry-steel-olcott.md	MULTI_CROSS_FAMILY	MEDIUM	Modern-Esoteric	Buddhist	Theosophy / Buddhist modernism
henry-suso.md	SINGULAR	HIGH	Christian		Latin Christianity (Dominican; Rhineland mysticism)
henry-the-navigator.md	MULTI_SAME_FAMILY	REVIEW	Hermetic		[[tradition-order-of-christ]] / [[tradition-portuguese-hermeticism]]
heracleon-valentinian.md	SINGULAR	HIGH	Christian		Valentinian Gnostic Christianity (Italian school)
heraclitus.md	SINGULAR	HIGH	Greek		Greek philosophy (Presocratic)
heraclius-byzantine-emperor.md	MULTI_CROSS_FAMILY	HIGH	Christian	Roman	Eastern (Chalcedonian) Christianity; Roman imperial
heraclius-of-jerusalem.md	NO_TRADITION				
hermas-of-rome.md	MULTI_SAME_FAMILY	HIGH	Christian	received-in:canonical in [[tradition-ethiopian-orthodox-tewahedo]]	Early Roman Christianity / canonical in [[tradition-ethiopian-orthodox-tewahedo]] (where his work the Shepherd of Hermas remains canonical scripture)
hermas.md	SINGULAR	HIGH	Christian		Patristic Christian (proto-orthodox)
hermes-trismegistus-pseudepigraphic-author.md	MULTI_SAME_FAMILY	HIGH	Hermetic		Greco-Egyptian Hermeticism / pseudepigraphic Hermetic literature
hermogenes-the-painter.md	SINGULAR	HIGH	Christian		Christian (eclectic, Platonist-Stoic-leaning)
hernan-cortes.md	NO_TRADITION				
hernando-pizarro.md	NO_TRADITION				
herod-antipas.md	MULTI_SAME_FAMILY	REVIEW	Roman		Herodian / Roman-Judean
herod-the-great.md	MULTI_CROSS_FAMILY	HIGH	Israelite	Roman	Hasmonean-aligned Judaism (with Idumean origin); Roman client kingdom
herodotus.md	SINGULAR	HIGH	Greek		Greek (Ionian prose ethnography)
hesiod.md	SINGULAR	HIGH	Greek		Greek
hiawatha-haudenosaunee.md	SINGULAR	HIGH	Indigenous-N-American		Haudenosaunee (Onondaga or Mohawk — traditions vary)
hierocles.md	NO_TRADITION				
hildegard-of-bingen.md	SINGULAR	HIGH	Christian		Latin Christian — Benedictine visionary tradition
hillel-the-elder.md	MULTI_SAME_FAMILY	REVIEW	Rabbinic		Pharisaic / proto-rabbinic Judaism
hippocrates.md	SINGULAR	HIGH	Greek		Greek (Koan school)
hippolytus-of-rome.md	SINGULAR	HIGH	Christian		Patristic Christian (proto-orthodox; schismatic)
hiram-abi.md	NO_TRADITION				
hiram-bingham.md	NO_TRADITION				
hiram-of-tyre-king.md	NO_TRADITION				
homer.md	SINGULAR	HIGH	Greek		Greek
honen.md	SINGULAR	HIGH	Buddhist		Buddhism
hongren.md	SINGULAR	HIGH	Buddhist		Chan Buddhism
hongwu-emperor.md	NO_TRADITION				
hopi-kiva.md	NO_TRADITION				
horyuji-tokaiji-engi.md	NO_TRADITION				
hosea-prophet.md	SINGULAR	HIGH	Israelite		Israelite (Northern Kingdom)
howard-vyse.md	NO_TRADITION				
hua-tuo.md	SINGULAR	HIGH	Chinese		Chinese
huayna-capac.md	NO_TRADITION				
huayna-picchu.md	NO_TRADITION				
hud-prophet.md	SINGULAR	HIGH	Islamic		Islam (Quranic prophet tradition)
hugues-de-payens.md	SINGULAR	HIGH	Christian		Latin Christianity (military-religious, [[tradition-knights-templar]])
huike.md	SINGULAR	HIGH	Buddhist		Buddhism
huineng.md	MULTI_SAME_FAMILY	HIGH	Buddhist		Chan / Zen Buddhism — Southern School (sudden awakening)
huldrych-zwingli.md	SINGULAR	HIGH	Christian		Reformed Protestant Christianity (Zwinglian)
human-sacrifice-as-state-cult.md	NO_TRADITION				
huns.md	NO_TRADITION				
husayn-ibn-ali.md	SINGULAR	HIGH	Islamic		Islam (universally venerated grandson of the Prophet; Shi'a Third Imam)
hyksos.md	NO_TRADITION				
hypatia.md	SINGULAR	HIGH	Neoplatonist		Alexandrian Neoplatonism
iain-mcgilchrist.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Cognitive neuroscience / philosophy of mind / cultural history of religion
iamblichus.md	SINGULAR	HIGH	Neoplatonist		Neoplatonism (theurgic)
ian-hodder.md	NO_TRADITION				
ibn-al-haytham.md	SINGULAR	HIGH	Islamic		Islamic Golden Age (Fatimid Cairo)
ibn-arabi.md	SINGULAR	HIGH	Islamic		Sufi Islam — Akbarī school
ibn-battuta.md	NO_TRADITION				
ibn-ishaq.md	SINGULAR	HIGH	Islamic		Islam — Sunnī (Medinan Mawlā background; later moved to Iraq under Abbasid patronage)
ibn-rushd.md	MULTI_SAME_FAMILY	HIGH	Islamic		Islam (Mālikī Sunnī, with falsafa philosophical commitments that strain his juridical position); Falsafa (Greek-Arabic philosophical tradition — the Andalusi peripatetic terminus)
ibn-sina.md	MULTI_SAME_FAMILY	HIGH	Islamic		Islam (loose Shīʿī / Twelver background; Avicenna's theology is philosophical not narrowly sectarian); Falsafa (Greek-Arabic philosophical tradition)
ibn-taymiyya.md	SINGULAR	HIGH	Islamic		Islam — Sunnī Ḥanbalī (with substantial intra-Ḥanbalī divergence and post-Ḥanbalī influence into modern Salafism)
ibn-tufayl.md	MULTI_SAME_FAMILY	HIGH	Islamic		Islam (Mālikī Sunnī, Almohad-era court); Falsafa (Andalusi peripatetic tradition)
ibrahim-prophet.md	NO_TRADITION				
ignatius-of-antioch.md	SINGULAR	HIGH	Christian		Patristic Christian (proto-orthodox)
ikaruga-nara.md	NO_TRADITION				
iktinos.md	NO_TRADITION				
imhotep.md	MULTI_SAME_FAMILY	REVIEW	Egyptian		Egyptian (3rd Dynasty Old Kingdom); deified from the Late Period onward; Hellenistic Greco-Egyptian healing cult
ines-de-castro.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Portuguese medieval history / Portuguese national mythology
intihuatana-machu-picchu.md	NO_TRADITION				
irenaeus-of-lyon.md	SINGULAR	HIGH	Christian		Patristic Christian
isaac-casaubon.md	MULTI_SAME_FAMILY	REVIEW	Christian		Calvinist Protestant humanism / classical scholarship
isaac-luria.md	SINGULAR	HIGH	Rabbinic		Jewish Kabbalah (Lurianic)
isaac-newton.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Christian	Early modern science / Arianism (heterodox Christianity)
isaac-patriarch.md	MULTI_SAME_FAMILY	HIGH	Israelite		Israelite / pre-monarchic
isaac-the-blind.md	SINGULAR	HIGH	Rabbinic		Early Kabbalah (Provençal school)
isaiah-first.md	SINGULAR	HIGH	Israelite		Judahite
ise-mie.md	NO_TRADITION				
ishmael-ben-elisha.md	MULTI_SAME_FAMILY	HIGH	Rabbinic		early Rabbinic Judaism (Tannaitic); ascribed founder of *Hekhalot* mysticism by later tradition
ishmael-son-of-abraham.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Abrahamic / Arab eponymous ancestor
isidore-of-miletus.md	NO_TRADITION				
isidore-of-seville.md	SINGULAR	HIGH	Christian		Latin Christian (Visigothic Spain)
ismail-prophet.md	NO_TRADITION				
israel-regardie.md	MULTI_CROSS_FAMILY	MEDIUM	Hermetic	Modern-Esoteric	Hermetic Order of the Golden Dawn / Thelema (briefly)
itsukushima-miyajima-hiroshima.md	NO_TRADITION				
itzam-yeh.md	NO_TRADITION				
izumo-shimane.md	NO_TRADITION				
jabir-ibn-hayyan.md	MULTI_CROSS_FAMILY	MEDIUM	Islamic	Hermetic	Islamic (Shia-Ismaili-adjacent) / Arabic Hermetic-alchemy
jacob-baradaeus.md	MULTI_SAME_FAMILY	REVIEW	Christian		Miaphysite / Syriac Orthodox
jacob-frank.md	SINGULAR	REVIEW	UNKNOWN		Frankism (Sabbatean offshoot — heterodox)
jacob-israel.md	MULTI_SAME_FAMILY	HIGH	Israelite		Israelite / pre-monarchic
jacques-de-molay.md	SINGULAR	HIGH	Christian		Latin Christianity (military-religious, [[tradition-knights-templar]])
jafar-al-sadiq.md	SINGULAR	HIGH	Islamic		Islam (Shi'a Sixth Imam; also bridge-figure across Sunni, Sufi, Ismaili, Mu'tazila lineages)
jakob-boehme.md	SINGULAR	HIGH	Christian		Christian theosophy (Lutheran spiritualist)
james-brother-of-jesus.md	SINGULAR	HIGH	Christian		earliest Christianity (Jerusalem Jewish-Christian)
james-bruce-of-kinnaird.md	MULTI_CROSS_FAMILY	MEDIUM	Christian	Academic	Scottish-Anglican / [[tradition-comparative-religion-academic]]
james-burgess.md	NO_TRADITION				
james-fergusson.md	NO_TRADITION				
james-frazer.md	MULTI_SAME_FAMILY	REVIEW	Academic		Comparative religion (academic) / Victorian-evolutionist anthropology
james-hillman.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Jungian / post-Jungian / archetypal psychology
james-hollis.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Jungian / post-Jungian depth psychology
james-mellaart.md	NO_TRADITION				
james-son-of-alphaeus.md	SINGULAR	HIGH	Christian		earliest Christianity
james-son-of-zebedee.md	SINGULAR	HIGH	Christian		earliest Christianity
jan-assmann.md	MULTI_SAME_FAMILY	REVIEW	Academic		comparative-religion-academic; egyptology
jan-hus.md	MULTI_SAME_FAMILY	REVIEW	Christian		Medieval Christianity / Hussitism
jan-van-ruusbroec.md	SINGULAR	HIGH	Christian		Latin Christianity (Augustinian canon; Flemish mysticism)
jasaw-chan-kawiil-i.md	NO_TRADITION				
jayavarman-vii.md	NO_TRADITION				
jean-bony.md	NO_TRADITION				
jean-de-chelles.md	NO_TRADITION				
jean-francois-champollion.md	SINGULAR	HIGH	Academic		comparative-religion-academic
jean-jacques-rousseau.md	SINGULAR	REVIEW	UNKNOWN		French Enlightenment
jean-philippe-lauer.md	NO_TRADITION				
jean-pierre-mahe.md	MULTI_SAME_FAMILY	REVIEW	Academic		Comparative-religion academic / Coptologist / Armenologist
jean-pierre-protzen.md	NO_TRADITION				
jeong-do-jeon.md	NO_TRADITION				
jeremiah.md	SINGULAR	HIGH	Israelite		Judahite
jerome.md	SINGULAR	HIGH	Christian		Patristic Christian (Latin)
jesus-of-nazareth.md	MULTI_CROSS_FAMILY	HIGH	Israelite	Christian	Second Temple Judaism → origin of Christianity
jiajing-emperor.md	NO_TRADITION				
jill-neitzel.md	NO_TRADITION				
joao-de-castilho.md	NO_TRADITION				
johann-valentin-andreae.md	MULTI_CROSS_FAMILY	MEDIUM	Christian	Modern-Esoteric	Lutheran / Rosicrucian / esoteric Protestant
johannes-reuchlin.md	MULTI_SAME_FAMILY	REVIEW	Christian		Christian Kabbalah / German Hebraism
johannes-tauler.md	SINGULAR	HIGH	Christian		Latin Christianity (Dominican; Rhineland mysticism)
john-brumley.md	NO_TRADITION				
john-calvin.md	SINGULAR	HIGH	Christian		Reformed Protestant Christianity (Calvinist)
john-cassian.md	SINGULAR	HIGH	Christian		Latin Christian (with Egyptian-monastic and Antiochene formation)
john-chrysostom.md	SINGULAR	HIGH	Christian		Patristic Christian (Antiochene)
john-d-turner.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Gnostic | Neoplatonist	Comparative religion (academic) / Gnostic studies / Neoplatonism
john-dee.md	MULTI_SAME_FAMILY	REVIEW	Hermetic		Renaissance esoteric / Hermetic-Kabbalist
john-eddy.md	NO_TRADITION				
john-evangelist.md	SINGULAR	HIGH	Christian		early Christianity (Johannine community)
john-griffiths.md	NO_TRADITION				
john-locke.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		British Empiricism / Whig political thought
john-mark.md	SINGULAR	HIGH	Christian		earliest Christianity
john-marshall.md	NO_TRADITION				
john-milton.md	SINGULAR	HIGH	Christian		protestantism
john-of-damascus.md	SINGULAR	HIGH	Christian		Eastern Christian (Chalcedonian)
john-of-patmos.md	SINGULAR	HIGH	Christian		Late-first-century Christianity (Asia Minor)
john-of-the-cross.md	SINGULAR	HIGH	Christian		Latin Christianity (Catholic Counter-Reformation; Discalced Carmelite)
john-rick.md	NO_TRADITION				
john-rowe.md	NO_TRADITION				
john-scotus-eriugena.md	SINGULAR	HIGH	Christian		Latin Christian — Carolingian Neoplatonism
john-son-of-zebedee.md	SINGULAR	HIGH	Christian		earliest Christianity
john-the-baptist.md	MULTI_CROSS_FAMILY	HIGH	Israelite	Christian	Second Temple Judaism (sectarian, apocalyptic); proto-Christianity
jongmyo-jerye.md	NO_TRADITION				
jongmyo-jeryeak.md	NO_TRADITION				
jordan-peterson.md	MULTI_SAME_FAMILY	REVIEW	UNKNOWN		Clinical psychology + Jungian / mythological reading of religion (popular)
jordi-bonet-i-armengol.md	NO_TRADITION				
jordi-fauli.md	NO_TRADITION				
jorge-afonso.md	NO_TRADITION				
jose-diaz-bolio.md	NO_TRADITION				
joseon-korea.md	NO_TRADITION				
joseon-wangjo-sillok.md	NO_TRADITION				
josep-maria-bocabella.md	NO_TRADITION				
josep-maria-jujol.md	NO_TRADITION				
joseph-campbell.md	MULTI_SAME_FAMILY	REVIEW	Academic		Comparative religion (academic, popularizing register) / Jungian-adjacent
joseph-father-of-jesus.md	SINGULAR	HIGH	Christian		earliest Christianity
joseph-of-arimathea.md	SINGULAR	HIGH	Christian		earliest Christianity
joseph-patriarch.md	MULTI_SAME_FAMILY	HIGH	Israelite		Israelite / pre-monarchic
joseph-ratzinger-benedict-xvi.md	MULTI_SAME_FAMILY	REVIEW	Christian		Roman Catholicism / ressourcement / Augustinian
joseph-smith.md	MULTI_SAME_FAMILY	HIGH	Christian		Mormonism / Latter-day Saint
joseph-von-hammer-purgstall.md	MULTI_SAME_FAMILY	REVIEW	Academic		Habsburg Austrian academic Orientalism / Vienna esoteric-philological milieu
josephus.md	MULTI_CROSS_FAMILY	HIGH	Israelite	Roman	Hellenistic Judaism (Pharisaic education); Flavian Roman patronage
joshua-ben-hananiah.md	SINGULAR	HIGH	Rabbinic		early Rabbinic Judaism (Tannaitic; Hillelite tendency)
joshua-bin-nun.md	MULTI_SAME_FAMILY	HIGH	Israelite		Israelite / pre-monarchic
joshua-the-high-priest.md	NO_TRADITION				
josiah-king.md	SINGULAR	HIGH	Israelite		Judahite
juan-bassegoda-nonell.md	NO_TRADITION				
juan-pizarro.md	NO_TRADITION				
judah-ha-nasi.md	SINGULAR	HIGH	Rabbinic		Rabbinic Judaism (Tannaitic)
judas-iscariot.md	MULTI_CROSS_FAMILY	HIGH	Christian	Gnostic	earliest Christianity; Sethian/Cainite Gnostic re-evaluation
julian-of-norwich.md	SINGULAR	HIGH	Christian		Latin Christianity (anchoritic, English vernacular mystical)
julian-the-apostate.md	SINGULAR	HIGH	Roman		Roman (pagan restorationist; Iamblichean Neoplatonist)
julio-c-tello.md	NO_TRADITION				
justin-martyr.md	SINGULAR	HIGH	Christian		Patristic Christian
justinian-i.md	SINGULAR	HIGH	Christian		Eastern Christian (Chalcedonian)
kabir.md	MULTI_SAME_FAMILY	REVIEW	Sikh		Sant tradition (North Indian bhakti); also revered by Sikhs
kaleb-of-aksum.md	SINGULAR	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]]
kallikrates.md	NO_TRADITION				
kangxi-emperor.md	NO_TRADITION				
kanishka-i.md	NO_TRADITION				
kanishka.md	MULTI_SAME_FAMILY	REVIEW	Buddhist		Kushan state-religion (Zoroastrian-Bactrian + Buddhist + Hindu syncretic); Mahāyāna Buddhist patron
karen-armstrong.md	SINGULAR	HIGH	Academic		Comparative religion (popular)
karen-king.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Christian | Gnostic	Comparative religion (academic) / early Christian history / Gnosticism studies
karl-gotthelf-von-hund.md	MULTI_CROSS_FAMILY	MEDIUM	Christian	Modern-Esoteric	Latin Christianity (Lutheran) / [[tradition-freemasonry]] / [[tradition-strict-templar-observance]]
karma-lingpa.md	SINGULAR	HIGH	Buddhist		Tibetan Vajrayāna Buddhism (Nyingma school)
karuvur-thevar.md	NO_TRADITION				
kepler.md	MULTI_CROSS_FAMILY	MEDIUM	Academic	Christian	Early modern science / Lutheran Christianity
kesa.md	NO_TRADITION				
keshub-chandra-sen.md	MULTI_SAME_FAMILY	REVIEW	Vedic-Hindu		Hindu modernism — Brahmo Samaj / Naba-Bidhan (New Dispensation)
kevin-van-bladel.md	MULTI_SAME_FAMILY	REVIEW	Academic		Comparative-religion academic / Arabist / late-antique historian
khadija-bint-khuwaylid.md	SINGULAR	HIGH	Islamic		Islam (pre-Islamic / early Islamic Mecca)
khafre.md	NO_TRADITION				
khanda-sikh.md	NO_TRADITION				
khufu.md	NO_TRADITION				
kim-daeseong.md	NO_TRADITION				
king-dinis-of-portugal.md	NO_TRADITION				
king-gyeongdeok.md	NO_TRADITION				
king-henry-ii-of-england.md	NO_TRADITION				
king-henry-iii-of-england.md	NO_TRADITION				
king-hyegong.md	NO_TRADITION				
king-john-of-england.md	NO_TRADITION				
king-lalibela.md	NO_TRADITION				
king-louis-vii-of-france.md	NO_TRADITION				
king-manuel-i-of-portugal.md	NO_TRADITION				
king-sebastian-i-of-portugal.md	NO_TRADITION				
king-sejo-of-joseon.md	NO_TRADITION				
king-sejong-of-joseon.md	NO_TRADITION				
king-seonjo-of-joseon.md	NO_TRADITION				
king-taejo-of-joseon.md	NO_TRADITION				
kinich-janaab-pakal-i.md	NO_TRADITION				
kinich-kan-balam-ii.md	NO_TRADITION				
klaus-schmidt.md	NO_TRADITION				
knorr-von-rosenroth.md	SINGULAR	HIGH	Christian		Christian Kabbalah
kobben-koyo-shogun.md	NO_TRADITION				
krishna-i-rashtrakuta.md	NO_TRADITION				
krishnadasa-kaviraja.md	SINGULAR	HIGH	Vedic-Hindu		Hindu Bhakti (Gaudiya Vaishnava)
kuai-xiang.md	NO_TRADITION				
kulasekhara-pandya.md	NO_TRADITION				
kumarajiva-person.md	SINGULAR	HIGH	Buddhist		Mahāyāna Buddhism
kumarajiva.md	NO_TRADITION				
kuni-yuzuri.md	NO_TRADITION				
kunjara-mallan-rajaraja-perunthachan.md	NO_TRADITION				
kuratsukuri-no-tori.md	NO_TRADITION				
kurt-behrendt.md	NO_TRADITION				
kurt-weitzmann.md	NO_TRADITION				
l-ron-hubbard.md	SINGULAR	REVIEW	UNKNOWN		Scientology
la-tene-celtic.md	NO_TRADITION				
lactantius.md	SINGULAR	HIGH	Christian		Christianity (Constantinian Latin)
lal-ded.md	MULTI_CROSS_FAMILY	HIGH	Vedic-Hindu	Islamic	Hindu — Kashmir Shaivism (Trika); bridge figure with Kashmiri Sufism
lalibela-king.md	SINGULAR	HIGH	Christian		[[tradition-ethiopian-orthodox-tewahedo]] (Zagwe dynasty)
lanz-von-liebenfels.md	MULTI_SAME_FAMILY	REVIEW	Modern-Esoteric		[[tradition-ordo-novi-templi]] (founder) / **Ariosophy** (with [[tradition-theosophy|Theosophy]]-and-Templar-revival synthesis) / **right-wing racist-occult Vienna milieu**
lanzon-monolith.md	NO_TRADITION				
laozi.md	SINGULAR	HIGH	Chinese		Daoism
laurette-sejourne.md	NO_TRADITION				
lazarus-of-bethany.md	SINGULAR	HIGH	Christian		earliest Christianity
le-zun.md	NO_TRADITION				
lee-clare.md	NO_TRADITION				
leibniz.md	MULTI_SAME_FAMILY	REVIEW	Christian		German rationalism / Lutheran Christianity
leo-the-great.md	SINGULAR	HIGH	Christian		Latin Christian (Catholic)
leonard-woolley.md	NO_TRADITION				
leopoldo-batres.md	NO_TRADITION				
lidai-fabao-ji.md	NO_TRADITION				
linda-manzanilla.md	NO_TRADITION				
linda-schele.md	NO_TRADITION				
